Id,Signatory,Language,Order,Assessment_Id,Attachment_Title,Explore_Link_Text,DirectLink,Year_Of_Publication_Label,Year_Of_Publication,Further_Details_Label,Please_Explain,Attachment,Hyperlink,IsLocalFile,Factors
826427,Municipality of Valongo,en,1,1,CRA,Explore Municipality of Valongo's Climate Risk and Vulnerability Assessment,https://ambiente.cm-valongo.pt/clima-e-energia/plano-municipal-de-adaptacao-as-alteracoes-climaticas-de-valongo,Year of publication,2021,Further details,"Realizou-se um levantamento das vulnerabilidades climáticas locais para entender como é que os eventos climáticos adversos, que foram sentidos entre 2003 e 2017, e como afetaram as atividades, as pessoas e as infraestruturas.\n\nDe acordo com a informação levantada, Valongo foi afetado por 35 incidentes relacionados com 5 tipos de eventos climáticos adversos distintos, que incluem: fenómenos de elevada atividade fotoquímica, nevões, precipitação excessiva (cheias e inundações), temperaturas\nelevadas/ondas de calor; e, ventos fortes. Os impactos destes eventos climáticos causaram alterações no uso de equipamentos/serviços,\nameaçaram animais, provocaram cheias e inundações, danos em edifícios, danos para a saúde (doença, ferimentos, morte, etc.), danos para a vegetação, para cadeias de produção e para infraestruturas, deslizamento de vertentes, incêndios e a redução da qualidade do ar/aumento dos problemas respiratórios.\n\n \nAs projeções do clima futuro para o Município de Valongo permitem antecipar impactos\nsignificativos decorrentes, sobretudo, dos eventos de temperaturas elevadas/ondas de calor, elevada atividade fotoquímica, nevões, precipitação excessiva (cheias e inundações) e ventos fortes.\n\n",pmaac_valongo_com_foto.pdf,https://ambiente.cm-valongo.pt/clima-e-energia/plano-municipal-de-adaptacao-as-alteracoes-climaticas-de-valongo,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,Assessment considers water security,Assessment considers vulnerable populations"
826427,Municipality of Valongo,en,2,2,CRA,Explore Municipality of Valongo's Climate Risk and Vulnerability Assessment,https://ambiente.cm-valongo.pt/cmvalongo-ambiente/uploads/writer_file/document/323/plano_municipal_de_acao_climatica.pdf,Year of publication,2024,Further details,"A identificação das vulnerabilidades e riscos na capacidade de resposta, ou capacidade adaptativa ao clima, é crucial para a definição de medidas e estratégias que permitam a constituição de uma resposta de adaptação robusta e adequada à realidade do território. \n\nOs dados dos eventos climáticos e respetivos efeitos, foram obtidos através de arquivos de imprensa local, jornais nacionais, relatórios municipais, artigos científicos, teses académicas, entre outros, e que fazem parte do Perfil de Impactos Climáticos Locais (PIC-L).\n\nDe forma a avaliar sistematicamente a potencial evolução dos riscos climáticos para o Município de Valongo, assim como a apoiar a priorização dos diferentes riscos climáticos e potenciais necessidades de adaptação, foi elaborada uma análise baseada em matrizes de risco.\n\nA matriz de risco teve como pressuposto a assunção da necessidade de atuação perante o risco de maior magnitude no futuro, nomeadamente as temperaturas elevadas / ondas de calor, mas também perante aqueles eventos que apresentam atualmente algum grau de risco, mas sobre os quais há necessidade de ampliar conhecimentos, tais como a precipitação excessiva (cheias e inundações), a elevada atividade fotoquímica e os ventos fortes.\n\nObserva-se que o território de Valongo está sujeito a impactos negativos relacionados com a ocorrência de incêndios, com danos em edifícios e espaços naturais, implicações negativas para a biodiversidade, produção silvícola e pecuária, e para a saúde humana.\n",CM VALONGO_Plano Municipal de Ação Climática_v2024.04.17.pdf,https://ambiente.cm-valongo.pt/cmvalongo-ambiente/uploads/writer_file/document/323/plano_municipal_de_acao_climatica.pdf,0,"Assessment considers water security,Assessment considers nature,Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers vulnerable populations,Assessment includes consultation with partners"
46470,Municipality of Vitoria-Gasteiz,en,1,1,CRA,Explore Municipality of Vitoria-Gasteiz's Climate Risk and Vulnerability Assessment,https://www.vitoria-gasteiz.org/docs/wb021/contenidosEstaticos/adjuntos/es/41/57/94157.pdf,Year of publication,2022,Further details,"Se ha llevado a cabo una caracterización de la vulnerabilidad y del riesgo climático del municipio, alineado con el marco metodológico del Quinto Informe del IPCC. Se han identificado y seleccionado las cadenas de impacto sobre las que elaborar el análisis de vulnerabilidad y riesgo climático, priorizándose un total de 5 cadenas de impacto: sequías sobre el medio rural, inundaciones fluviales sobre el medio urbano, inundaciones pluviales sobre el medio urbano y olas de calor sobre la salud de la población, y vientos extremos. Para ello, se han seleccionado aquellos modelos de datos correspondientes al ámbito social, ambiental y económico, todos ellos con una resolución submunicipal. A partir de estos indicadores, se calculan una serie de índices compuestos de amenaza, exposición y vulnerabilidad, lo que da lugar a un índice compuesto de riesgo, vinculado a una unidad censal o a una entidad local menor, que es específico para cada una de las cadenas de impacto y horizonte temporal analizado (2011-2040, 2041-2070, 2071-2099). También, se ha empleado una aproximación semicuantitativa para analizar el impacto que ejercen los vientos extremos en el Municipio.Esta evaluación de vulnerabilidad y riesgo climático, llevada a cabo en el primer semestre de 2021, forma parte del Plan de Acción de Adaptación al Cambio Climático, que a su vez se integra en el Plan de Acción de Clima y Energía Sostenible (PACES 2030), compromiso adquirido por el Ayuntamiento de Vitoria-Gasteiz al renovar la adhesión al Pacto Europeo de las Alcaldías. El documento ha sido sometido a un proceso de participación externa con agentes locales interesados. Específicamente, el análisis de vulnerabilidad y riesgo está recogido en el apartado 4. Diagnóstico de Vulnerabilidad y Riesgo Climático del documento señalado.",Plan Accion Clima y EnergÃ­a Sostenible.pdf,https://www.vitoria-gasteiz.org/docs/wb021/contenidosEstaticos/adjuntos/es/41/57/94157.pdf,0,"Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,Assessment considers water security,A process has been established for prioritizing identified hazards,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations"
50678,Municipality of Évora,en,1,1,CRA,Explore Municipality of Évora's Climate Risk and Vulnerability Assessment,https://www.cm-evora.pt/wp-content/uploads/2020/06/EMAAC_Evora_2017.pdf\n,Year of publication,2017,Further details,"Os principais riscos futuros para o município de Évora estão relacionados com a disponibilidade dos recursos hídricos, quer em termos da sua quantidade como da sua qualidade. Este risco resulta da conjugação nos cenários climáticos projetados para a região de uma diminuição da precipitação média anual, concentrada num menor número de dias, com um aumento da temperatura média anual. A concretização destas projeções terá repercussões significativas nos recursos hídricos, com efeitos na sua disponibilidade e distribuição, afetando de forma transversal, direta ou indiretamente, diversos setores.\nA atividade agrícola, tal como a conhecemos atualmente, sofrerá efeitos particularmente negativos, sendo de prever uma acentuada diminuição da produtividade das culturas cerealíferas e das pastagens de sequeiro que, por sua vez, se refletirá na pecuária extensiva, e consequentemente em alterações na tradicional paisagem alentejana, o montado, e na biodiversidade a ela associada.\nAo nível deste setor, os impactos económicos deverão manifestar-se em elevadas variações inter-anuais nos rendimentos, com anos marcados pela perda de parte, ou totalidade, das produções tradicionais desta região. Sendo de prever que a tendência para criar novas áreas de regadio, de modo a compensar as perdas de produtividade e o aumento das necessidades hídricas, conduzirão a um maior consumo de água para rega e a um esgotamento mais acelerado das reservas superficiais e subterrâneas do município.\nA produção animal extensiva, que poderá ser favorecida pelo aumento da temperatura nos meses de inverno, contará com um período, na primavera-verão, onde a conjugação da escassez de chuva e temperaturas elevadas dificultarão o abeberamento e a alimentação do gado, por via da diminuição da produtividade e qualidade das pastagens de sequeiro, verificando-se consequentemente um aumento na necessidades de utilização de alimentos conservados.\nAs culturas protegidas e a produção animal intensiva serão afetadas com o aumento da frequência e intensidade das ondas de calor que influenciam diretamente o bem-estar animal e as produções em viveiros, estufas, armazenagem de produtos agrícolas, etc.\nOs espaços florestais serão afetados ao nível do rendimento económico e da capacidade de proporcionar bens e serviços. Num município onde 41% da ocupação do solo corresponde a floresta dominada por povoamentos de sobro e azinho, o impacto das alterações climáticas será bastante relevante, especialmente quando associado à possibilidade do ótimo ecológico do sobreiro estar em deslocação para norte, onde esta espécie poderá encontrar um ambiente mais húmido. Considera-se que os problemas que atualmente já contribuem para o declínio dos povoamentos de sobreiro serão agravados pelo stress hídrico e pela perda de fertilidade dos solos, tornando-os ainda mais vulneráveis a pragas e doenças que contribuirão para a sua regressão e consequente perda do valor ecológico, económico, social e paisagístico a eles associado.\nOs efeitos sobre os ecossistemas naturais ou seminaturais são complexos, contudo podemos considerar que as consequências sobre o montado de sobro, sobre as culturas cerealíferas e sobre os recursos hídricos afetam significativamente os principais valores naturais e a biodiversidade do município.\nÉ de prever ainda o alargamento do período de risco de incêndio às estações do outono e primavera, assim como o aumento da frequência e da magnitude dos incêndios quer por influência dos cenários climáticos projetados quer pela previsível diminuição da atividade humana no espaço rural.\nA alteração do atual clima mediterrânico, para um clima mais árido, com mais dias considerados muito quentes e mais ondas de calor, conduzirá a uma maior incidência de stress térmico, aumento do desconforto e da mortalidade sobretudo nas pessoas mais vulneráveis como crianças, idosos e pessoas fragilizadas por algumas patologias. Ainda em termos de saúde humana é de pressupor que o período de polinização",NULL,https://www.cm-evora.pt/wp-content/uploads/2020/06/EMAAC_Evora_2017.pdf\n,0,"Assessment considers water security,Assessment considers nature,Assessment includes a high-emissions scenario (i.e., RCP 8.5),A process has been established for prioritizing identified hazards,Assessment includes sectors and/or urban systems,Assessment considers vulnerable populations,Assessment includes consultation with partners,A process has been established to update the assessment at least every five years"
2025003,Province of Granada,en,1,1,CRA,Explore Province of Granada's Climate Risk and Vulnerability Assessment,http://www.adaptagranada.es/,Year of publication,2019,Further details,"1. Factores Claves en la Evaluación de Riesgos Climáticos:\nFactores Climáticos:\nTemperaturas extremas: Aumento de temperaturas, especialmente olas de calor en áreas urbanas como Granada, lo que afecta la salud pública y infraestructura urbana.\nPatrones de precipitación: Disminución de las precipitaciones, incrementando el riesgo de sequías y escasez de agua, particularmente en zonas rurales y agrícolas.\nFrecuencia e intensidad de fenómenos extremos: Aumento de fenómenos como tormentas, inundaciones e incendios forestales, lo que exige medidas preventivas.\nFactores Sociales y Demográficos:\nDensidad y distribución de la población: Las zonas urbanas están expuestas al efecto isla de calor y a problemas de calidad del aire.\nCondiciones de pobreza: Las comunidades vulnerables, con menos acceso a infraestructura y servicios, son más sensibles a los impactos del cambio climático.\nFactores Económicos:\nDependencia de sectores vulnerables: Sectores como la agricultura, el turismo y la pesca son altamente sensibles a los impactos climáticos, como la escasez de agua y las alteraciones en los patrones climáticos.\nInversión en infraestructuras resilientes: Es esencial para enfrentar riesgos como las inundaciones y el aumento de las temperaturas en zonas urbanas y rurales.\nFactores Ambientales y Ecosistémicos:\nBiodiversidad y ecosistemas: Los ecosistemas de la Sierra Nevada y la Costa Tropical son vulnerables a los cambios climáticos. La gestión de recursos hídricos es crítica debido a la escasez de agua y la salinidad de las aguas subterráneas.\nProtección de bosques y suelos: Es clave para mitigar los riesgos de incendios forestales y desertificación.\nFactores de Infraestructura y Urbanismo:\nInfraestructura urbana: Las ciudades deben adaptarse mediante la implementación de espacios verdes y la mejora de la gestión del agua.\nEficiencia energética: La modernización de la infraestructura energética es crucial para reducir la huella de carbono y adaptarse a las nuevas normativas climáticas.\nFactores Institucionales y de Gobernanza:\nCapacidad institucional: La colaboración entre la Diputación de Granada, los municipios y el Gobierno de España es esencial para implementar eficazmente las estrategias de adaptación.\nPolíticas públicas y legislación: La creación de políticas de adaptación climática y leyes medioambientales a nivel local y regional es clave para abordar los riesgos climáticos.\nFactores Financieros y Técnicos:\nFinanciación climática: La capacidad de acceder a fondos europeos y subvenciones nacionales es fundamental para implementar los planes de adaptación.\nTecnologías innovadoras: La inversión en tecnologías para la gestión del agua, energía renovable y infraestructura verde ayuda a mitigar los riesgos climáticos.\n2. Marco de Gestión de Riesgos en el Plan ADAPTA:\nEl Plan ADAPTA adopta un marco de gestión de riesgos que incluye los siguientes pasos clave:\n\nIdentificación y Evaluación de Riesgos Climáticos:\nIdentificación de amenazas climáticas: Se identifican los riesgos más relevantes, como inundaciones, sequías, incendios forestales, olas de calor y cambio en los patrones de precipitación.\nEvaluación de vulnerabilidades: Se evalúan las vulnerabilidades específicas de sectores clave, como la agricultura, infraestructura, salud pública y ecosistemas, utilizando escenarios climáticos (por ejemplo, RCP 8.5) para prever cómo estos riesgos podrían evolucionar.\nPriorización de Riesgos:\nEl marco de gestión de riesgos prioriza los riesgos en función de su probabilidad y gravedad. Esto permite asignar los recursos de manera eficiente a las áreas de mayor riesgo, como la gestión del agua, protección contra incendios forestales o adaptación urbana.\nDesarrollo de Estrategias de Adaptación:\nSe diseñan estrategias de adaptación específicas basadas en los riesgos priorizados. Ejemplos incluyen la restauración de ecosistemas, la modernización de infraestructuras urbanas para hacerlas más resilientes a inundaciones y l","resumen ejecutivo ppaccgr adapta-granada-una pagina.pdf,resumen ejecutivo ppaccgr adapta-granada-una pagina.pdf",http://www.adaptagranada.es/,0,"Assessment considers water security,Assessment includes a high-emissions scenario (i.e., RCP 8.5),Assessment considers nature,A process has been established for prioritizing identified hazards,Assessment includes sectors and/or urban systems,Identified hazards have been incorporated into the jurisdiction's overall risk management framework,Assessment considers vulnerable populations,Assessment includes consultation with partners"
2025001,Province of Las Palmas de Gran Canaria,en,1,1,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Agaete.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\n\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Agaete.pdf,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Agaete.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
2025001,Province of Las Palmas de Gran Canaria,en,3,3,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Aguimes.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\n\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Agüimes.pdf,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Aguimes.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
2025001,Province of Las Palmas de Gran Canaria,en,4,4,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Artenara.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\n\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Artenara.pdf,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Artenara.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
2025001,Province of Las Palmas de Gran Canaria,en,5,5,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Arucas.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\n\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Arucas.pdf,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Arucas.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
2025001,Province of Las Palmas de Gran Canaria,en,6,6,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Firgas.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\n\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Firgas.pdf,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Firgas.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
2025001,Province of Las Palmas de Gran Canaria,en,7,7,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.energiagrancanaria.com/otc/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Galdar.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\n\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Gáldar.pdf,https://www.energiagrancanaria.com/otc/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Galdar.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
2025001,Province of Las Palmas de Gran Canaria,en,8,8,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Ingenio.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\n\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Ingenio.pdf,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Ingenio.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
2025001,Province of Las Palmas de Gran Canaria,en,9,9,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Mogan.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Mogán.pdf,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Mogan.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
2025001,Province of Las Palmas de Gran Canaria,en,10,10,CRA,Explore Province of Las Palmas de Gran Canaria's Climate Risk and Vulnerability Assessment,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Moya.pdf,Year of publication,2020,Further details,"La EVR se basa en la metodología marcada por la Oficina del Pacto de las Alcaldías a nivel europeo de forma que sea veraz y homogénea.\nLa metodología del Plan de Acción para el Clima y la Energía Sostenible (PACES) incluye el completado de determinados parámetros que describir, de manera general, riesgos y vulnerabilidades del municipio al cambio climático. Estos se recogen en el apartado “Ficha de riesgo y vulnerabilidades frente al cambio climático” de ese documento.\nEstos parámetros están organizados en cinco bloques: amenazas climáticas, sectores vulnerables, capacidad de adaptación, población vulnerable e impactos del cambio climático en los distintos sectores.\nPara completar estos parámetros que permiten analizar los riesgos y vulnerabilidades del municipio se ha optado por una metodología basada en indicadores formulados a partir de información existentes en diversas fuentes oficiales.\nSe han seleccionado tanto indicadores existentes, como otros nuevos planteados para su uso en este estudio de riesgos y vulnerabilidades. En cualquier caso, las fuentes utilizadas han sido siempre oficiales, ya sea procedente de sitios webs o informes de entidades públicas o de las entrevistas realizadas a los técnicos municipales.",Anexo IV - Estudio de Evaluación de Riesgos y Vulnerabilidades. Municipio de Moya.pdf,https://www.otc.energiagrancanaria.com/wp-content/uploads/2023/02/Anexo-IV-Estudio-de-Evaluacion-de-Riesgos-y-Vulnerabilidades.-Municipio-de-Moya.pdf,0,"A process has been established for prioritizing identified hazards,Assessment considers vulnerable populations,A process has been established to update the assessment at least every five years"
