Id,Signatory,Language,Order,Action_Id,Co_Benefit
46514,City of Porto,en,9,9,Protected/improved biodiversity and ecosystem services
46514,City of Porto,en,10,10,Reduced fuel/energy poverty
46514,City of Porto,en,10,10,Increased security/protection for poor/vulnerable populations
46514,City of Porto,en,10,10,Increased access to energy
46514,City of Porto,en,10,10,Increased energy security
46514,City of Porto,en,10,10,Reduced GHG emissions
46514,City of Porto,en,11,11,Reduced fuel/energy poverty
46514,City of Porto,en,11,11,Job creation
46514,City of Porto,en,11,11,Increased access to energy
46514,City of Porto,en,11,11,Increased energy security
46514,City of Porto,en,11,11,Reduced GHG emissions
46514,City of Porto,en,12,12,Increased security/protection for poor/vulnerable populations
46514,City of Porto,en,12,12,Improved preparedness for health service delivery
46514,City of Porto,en,12,12,Job creation
46514,City of Porto,en,12,12,Reduced health impacts from extreme heat or cold weather
46514,City of Porto,en,13,13,Reduced health costs
46514,City of Porto,en,13,13,Increased security/protection for poor/vulnerable populations
46514,City of Porto,en,13,13,Improved preparedness for health service delivery
46514,City of Porto,en,13,13,Reduced health impacts from extreme heat or cold weather
46514,City of Porto,en,14,14,Reduced health costs
46514,City of Porto,en,14,14,Improved preparedness for health service delivery
46514,City of Porto,en,14,14,Reduced health impacts from extreme heat or cold weather
46514,City of Porto,en,15,15,Reduced health costs
46514,City of Porto,en,15,15,Improved preparedness for health service delivery
46514,City of Porto,en,15,15,Reduced health impacts from extreme heat or cold weather
46514,City of Porto,en,16,16,Improved education and public awareness on climate issues
46514,City of Porto,en,17,17,Improved water/soil quality
46514,City of Porto,en,17,17,Reduced natural resource depletion
46514,City of Porto,en,17,17,Increased/improved green space
46514,City of Porto,en,17,17,Reduced costs
46514,City of Porto,en,17,17,Job creation
46514,City of Porto,en,17,17,Reduced GHG emissions
46514,City of Porto,en,17,17,Protected/improved biodiversity and ecosystem services
46514,City of Porto,en,18,18,Reduced natural resource depletion
46514,City of Porto,en,18,18,Protected/improved biodiversity and ecosystem services
46514,City of Porto,en,19,19,Protected/improved biodiversity and ecosystem services
46514,City of Porto,en,19,19,Improved education and public awareness on climate issues
46514,City of Porto,en,19,19,Improved water/soil quality
46514,City of Porto,en,19,19,Business/technological innovation
46514,City of Porto,en,19,19,Reduced natural resource depletion
46514,City of Porto,en,19,19,Improved mental wellbeing/quality of life
46514,City of Porto,en,19,19,Increased/improved green space
46514,City of Porto,en,19,19,Job creation
46514,City of Porto,en,19,19,Improved air quality
46514,City of Porto,en,19,19,Reduced health impacts from extreme heat or cold weather
54403,City of Tampere,en,2,2,Protected/improved biodiversity and ecosystem services
54403,City of Tampere,en,2,2,"Reduced disruption of energy, transport, water or communications networks"
54403,City of Tampere,en,2,2,Improved education and public awareness on climate issues
54403,City of Tampere,en,2,2,Improved water/soil quality
54403,City of Tampere,en,2,2,Business/technological innovation
54403,City of Tampere,en,2,2,Increased/improved green space
54403,City of Tampere,en,2,2,Reduced costs
54403,City of Tampere,en,2,2,Reduced congestion
54403,City of Tampere,en,2,2,Improved road safety
54403,City of Tampere,en,4,4,Improved water/soil quality
54403,City of Tampere,en,4,4,Increased/improved green space
54403,City of Tampere,en,4,4,Increased water security
54403,City of Tampere,en,4,4,Protected/improved biodiversity and ecosystem services
54403,City of Tampere,en,8,8,Protected/improved biodiversity and ecosystem services
54403,City of Tampere,en,8,8,Reduced natural resource depletion
54403,City of Tampere,en,8,8,Improved mental wellbeing/quality of life
54403,City of Tampere,en,8,8,Increased/improved green space
54403,City of Tampere,en,8,8,Reduced health impacts from extreme heat or cold weather
54403,City of Tampere,en,12,12,Increased security/protection for poor/vulnerable populations
54403,City of Tampere,en,12,12,Improved education and public awareness on climate issues
54403,City of Tampere,en,12,12,Reduced health impacts from extreme heat or cold weather
54403,City of Tampere,en,13,13,Improved water/soil quality
54403,City of Tampere,en,13,13,Increased/improved green space
54403,City of Tampere,en,13,13,Protected/improved biodiversity and ecosystem services
54403,City of Tampere,en,14,14,Improved mobility and access
54403,City of Tampere,en,14,14,Reduced costs
54403,City of Tampere,en,14,14,Improved road safety
54403,City of Tampere,en,15,15,Increased security/protection for poor/vulnerable populations
54403,City of Tampere,en,15,15,Reduced health impacts from extreme heat or cold weather
50154,City of Turku,en,2,2,Business/technological innovation
50154,City of Turku,en,2,2,Improved physical health
50154,City of Turku,en,2,2,Improved mental wellbeing/quality of life
50154,City of Turku,en,2,2,Reduced costs
50154,City of Turku,en,2,2,Increased energy security
50154,City of Turku,en,3,3,Reduced health costs
50154,City of Turku,en,3,3,Improved education and public awareness on climate issues
50154,City of Turku,en,3,3,Increased/improved green space
50154,City of Turku,en,3,3,Improved mental wellbeing/quality of life
50154,City of Turku,en,3,3,Improved air quality
50154,City of Turku,en,3,3,Reduced GHG emissions
50154,City of Turku,en,3,3,Protected/improved biodiversity and ecosystem services
50154,City of Turku,en,4,4,Business/technological innovation
50154,City of Turku,en,4,4,Improved road safety
50154,City of Turku,en,5,5,Reduced health costs
50154,City of Turku,en,5,5,Improved mental wellbeing/quality of life
50154,City of Turku,en,5,5,Improved air quality
50154,City of Turku,en,5,5,Reduced premature deaths
50154,City of Turku,en,5,5,Reduced health impacts from extreme heat or cold weather
50154,City of Turku,en,6,6,Revenue generation
31185,City of Warsaw,en,3,3,Protected/improved biodiversity and ecosystem services
31185,City of Warsaw,en,3,3,"Reduced disruption of energy, transport, water or communications networks"
31185,City of Warsaw,en,3,3,Improved education and public awareness on climate issues
31185,City of Warsaw,en,3,3,Improved water/soil quality
31185,City of Warsaw,en,3,3,Increased/improved green space
31185,City of Warsaw,en,3,3,Reduced natural resource depletion
31185,City of Warsaw,en,3,3,Reduced disaster/disease/contamination-related health impacts
31185,City of Warsaw,en,3,3,Increased water security
31185,City of Warsaw,en,3,3,Reduced health impacts from extreme heat or cold weather
50154,City of Turku,en,7,7,"Increased social inclusion, equality and justice"
50154,City of Turku,en,7,7,Increased transparency and accountability
31185,City of Warsaw,en,1,1,"Reduced disruption of energy, transport, water or communications networks"
31185,City of Warsaw,en,1,1,Reduced disaster/disease/contamination-related health impacts
31185,City of Warsaw,en,4,4,Reduced disaster/disease/contamination-related health impacts
31185,City of Warsaw,en,5,5,"Reduced disruption of energy, transport, water or communications networks"
31185,City of Warsaw,en,5,5,Reduced health costs
31185,City of Warsaw,en,5,5,Improved water/soil quality
31185,City of Warsaw,en,5,5,Increased/improved green space
31185,City of Warsaw,en,5,5,Reduced natural resource depletion
31185,City of Warsaw,en,5,5,Reduced costs
31185,City of Warsaw,en,5,5,Reduced disaster/disease/contamination-related health impacts
31185,City of Warsaw,en,5,5,Increased water security
31185,City of Warsaw,en,6,6,Improved education and public awareness on climate issues
43921,City of Zagreb,en,1,1,Reduced disaster/disease/contamination-related health impacts
43921,City of Zagreb,en,2,2,Reduced disaster/disease/contamination-related health impacts
43921,City of Zagreb,en,3,3,Reduced natural resource depletion
43921,City of Zagreb,en,3,3,Reduced costs
43921,City of Zagreb,en,3,3,Increased water security
43921,City of Zagreb,en,3,3,Increased energy security
43921,City of Zagreb,en,4,4,"Reduced disruption of energy, transport, water or communications networks"
43921,City of Zagreb,en,4,4,Improved mobility and access
43921,City of Zagreb,en,4,4,Improved road safety
43921,City of Zagreb,en,5,5,Reduced natural resource depletion
43921,City of Zagreb,en,5,5,Increased water security
43921,City of Zagreb,en,6,6,Improved air quality
43921,City of Zagreb,en,6,6,Reduced GHG emissions
43921,City of Zagreb,en,6,6,Reduced health impacts from extreme heat or cold weather
31009,Copenhagen Municipality,en,1,1,Increased economic production
31009,Copenhagen Municipality,en,1,1,Improved education and public awareness on climate issues
31009,Copenhagen Municipality,en,1,1,Improved water/soil quality
31009,Copenhagen Municipality,en,1,1,Improved physical health
31009,Copenhagen Municipality,en,1,1,Business/technological innovation
31009,Copenhagen Municipality,en,1,1,Reduced natural resource depletion
31009,Copenhagen Municipality,en,1,1,Improved mental wellbeing/quality of life
31009,Copenhagen Municipality,en,1,1,Reduced costs
31009,Copenhagen Municipality,en,1,1,Increased/improved green space
31009,Copenhagen Municipality,en,1,1,Job creation
31009,Copenhagen Municipality,en,1,1,Reduced disaster/disease/contamination-related health impacts
31009,Copenhagen Municipality,en,1,1,Protected/improved biodiversity and ecosystem services
31009,Copenhagen Municipality,en,2,2,Increased security/protection for poor/vulnerable populations
31009,Copenhagen Municipality,en,2,2,Improved education and public awareness on climate issues
31009,Copenhagen Municipality,en,2,2,Business/technological innovation
31009,Copenhagen Municipality,en,2,2,Increased/improved green space
31009,Copenhagen Municipality,en,2,2,Improved mental wellbeing/quality of life
31009,Copenhagen Municipality,en,2,2,Protected/improved biodiversity and ecosystem services
31009,Copenhagen Municipality,en,2,2,Improved road safety
31009,Copenhagen Municipality,en,2,2,"Reduced disruption of energy, transport, water or communications networks"
31009,Copenhagen Municipality,en,2,2,Increased economic production
31009,Copenhagen Municipality,en,2,2,Improved water/soil quality
31009,Copenhagen Municipality,en,2,2,Improved physical health
31009,Copenhagen Municipality,en,2,2,"Other impacts from climate actions, please specify"
31009,Copenhagen Municipality,en,2,2,Reduced natural resource depletion
31009,Copenhagen Municipality,en,2,2,Improved mobility and access
31009,Copenhagen Municipality,en,2,2,Reduced costs
31009,Copenhagen Municipality,en,2,2,Improved preparedness for health service delivery
31009,Copenhagen Municipality,en,2,2,Job creation
31009,Copenhagen Municipality,en,2,2,Reduced disaster/disease/contamination-related health impacts
31009,Copenhagen Municipality,en,2,2,Reduced congestion
31009,Copenhagen Municipality,en,3,3,Reduced health costs
31009,Copenhagen Municipality,en,3,3,Improved physical health
31009,Copenhagen Municipality,en,3,3,Increased/improved green space
31009,Copenhagen Municipality,en,3,3,Improved mental wellbeing/quality of life
31009,Copenhagen Municipality,en,3,3,Reduced costs
31009,Copenhagen Municipality,en,3,3,Reduced GHG emissions
31009,Copenhagen Municipality,en,3,3,Reduced premature deaths
31009,Copenhagen Municipality,en,3,3,Protected/improved biodiversity and ecosystem services
31163,Istanbul Metropolitan Municipality,en,1,1,Increased security/protection for poor/vulnerable populations
31163,Istanbul Metropolitan Municipality,en,1,1,"Increased social inclusion, equality and justice"
31163,Istanbul Metropolitan Municipality,en,1,1,Improved education and public awareness on climate issues
31163,Istanbul Metropolitan Municipality,en,2,2,Increased security/protection for poor/vulnerable populations
31163,Istanbul Metropolitan Municipality,en,2,2,Improved education and public awareness on climate issues
31163,Istanbul Metropolitan Municipality,en,2,2,"Increased social inclusion, equality and justice"
60125,Klaipėda City Municipality,en,3,3,Reduced costs
74723,Lesser Poland Voivodeship,en,1,1,Increased energy security
31163,Istanbul Metropolitan Municipality,en,3,3,"Reduced disruption of energy, transport, water or communications networks"
31163,Istanbul Metropolitan Municipality,en,3,3,Reduced natural resource depletion
31163,Istanbul Metropolitan Municipality,en,3,3,Increased food security
31163,Istanbul Metropolitan Municipality,en,3,3,Increased water security
31163,Istanbul Metropolitan Municipality,en,4,4,Increased labor productivity
31163,Istanbul Metropolitan Municipality,en,4,4,Reduced natural resource depletion
31163,Istanbul Metropolitan Municipality,en,4,4,Increased food security
31163,Istanbul Metropolitan Municipality,en,4,4,Improved labor conditions
31163,Istanbul Metropolitan Municipality,en,5,5,Job creation
31163,Istanbul Metropolitan Municipality,en,6,6,Increased labor productivity
31163,Istanbul Metropolitan Municipality,en,6,6,Increased security/protection for poor/vulnerable populations
31163,Istanbul Metropolitan Municipality,en,6,6,Improved education and public awareness on climate issues
31163,Istanbul Metropolitan Municipality,en,6,6,"Increased social inclusion, equality and justice"
31163,Istanbul Metropolitan Municipality,en,6,6,Improved physical health
31163,Istanbul Metropolitan Municipality,en,6,6,Reduced natural resource depletion
31163,Istanbul Metropolitan Municipality,en,6,6,Increased food security
31163,Istanbul Metropolitan Municipality,en,6,6,Improved labor conditions
31163,Istanbul Metropolitan Municipality,en,7,7,"Reduced disruption of energy, transport, water or communications networks"
31163,Istanbul Metropolitan Municipality,en,7,7,Improved education and public awareness on climate issues
31163,Istanbul Metropolitan Municipality,en,7,7,"Increased social inclusion, equality and justice"
31163,Istanbul Metropolitan Municipality,en,7,7,Improved water/soil quality
31163,Istanbul Metropolitan Municipality,en,7,7,Increased/improved green space
31163,Istanbul Metropolitan Municipality,en,7,7,Reduced natural resource depletion
31163,Istanbul Metropolitan Municipality,en,7,7,Increased food security
31163,Istanbul Metropolitan Municipality,en,7,7,Increased water security
31163,Istanbul Metropolitan Municipality,en,7,7,Protected/improved biodiversity and ecosystem services
31163,Istanbul Metropolitan Municipality,en,8,8,Improved water/soil quality
31163,Istanbul Metropolitan Municipality,en,8,8,Increased/improved green space
31163,Istanbul Metropolitan Municipality,en,8,8,Reduced natural resource depletion
31163,Istanbul Metropolitan Municipality,en,8,8,Improved air quality
31163,Istanbul Metropolitan Municipality,en,8,8,Reduced GHG emissions
31163,Istanbul Metropolitan Municipality,en,9,9,Improved physical health
31163,Istanbul Metropolitan Municipality,en,9,9,Improved preparedness for health service delivery
31163,Istanbul Metropolitan Municipality,en,9,9,Reduced disaster/disease/contamination-related health impacts
31163,Istanbul Metropolitan Municipality,en,9,9,Reduced health impacts from extreme heat or cold weather
60125,Klaipėda City Municipality,en,1,1,Improved mobility and access
60125,Klaipėda City Municipality,en,1,1,Reduced natural resource depletion
62171,Metropolitan Municipality of Rouen,en,1,1,Increased transparency and accountability
62171,Metropolitan Municipality of Rouen,en,2,2,"Reduced disruption of energy, transport, water or communications networks"
62171,Metropolitan Municipality of Rouen,en,2,2,Improved water/soil quality
62171,Metropolitan Municipality of Rouen,en,2,2,Reduced natural resource depletion
62171,Metropolitan Municipality of Rouen,en,2,2,Reduced disaster/disease/contamination-related health impacts
62171,Metropolitan Municipality of Rouen,en,2,2,Increased water security
62171,Metropolitan Municipality of Rouen,en,3,3,Improved education and public awareness on climate issues
62171,Metropolitan Municipality of Rouen,en,3,3,Reduced natural resource depletion
62171,Metropolitan Municipality of Rouen,en,3,3,Improved mental wellbeing/quality of life
62171,Metropolitan Municipality of Rouen,en,3,3,Increased/improved green space
62171,Metropolitan Municipality of Rouen,en,3,3,Improved air quality
62171,Metropolitan Municipality of Rouen,en,4,4,"Reduced disruption of energy, transport, water or communications networks"
62171,Metropolitan Municipality of Rouen,en,4,4,Improved water/soil quality
62171,Metropolitan Municipality of Rouen,en,4,4,Reduced natural resource depletion
62171,Metropolitan Municipality of Rouen,en,4,4,Reduced costs
62171,Metropolitan Municipality of Rouen,en,4,4,Increased water security
62171,Metropolitan Municipality of Rouen,en,5,5,"Reduced disruption of energy, transport, water or communications networks"
62171,Metropolitan Municipality of Rouen,en,5,5,Improved education and public awareness on climate issues
831674,Municipality of Amarante,en,3,3,"Reduced disruption of energy, transport, water or communications networks"
831674,Municipality of Amarante,en,3,3,Reduced fuel/energy poverty
831674,Municipality of Amarante,en,3,3,"Increased social inclusion, equality and justice"
831674,Municipality of Amarante,en,3,3,Increased energy security
831674,Municipality of Amarante,en,3,3,Increased access to energy
831674,Municipality of Amarante,en,3,3,Reduced GHG emissions
62171,Metropolitan Municipality of Rouen,en,6,6,Increased economic production
62171,Metropolitan Municipality of Rouen,en,6,6,Reduced natural resource depletion
62171,Metropolitan Municipality of Rouen,en,6,6,Improved air quality
62171,Metropolitan Municipality of Rouen,en,6,6,Reduced GHG emissions
62171,Metropolitan Municipality of Rouen,en,6,6,Protected/improved biodiversity and ecosystem services
62171,Metropolitan Municipality of Rouen,en,7,7,"Reduced disruption of energy, transport, water or communications networks"
62171,Metropolitan Municipality of Rouen,en,7,7,Increased security/protection for poor/vulnerable populations
62171,Metropolitan Municipality of Rouen,en,7,7,Improved education and public awareness on climate issues
831674,Municipality of Amarante,en,2,2,Business/technological innovation
831674,Municipality of Amarante,en,2,2,Protected/improved biodiversity and ecosystem services
831674,Municipality of Amarante,en,4,4,Reduced noise/light pollution
831674,Municipality of Amarante,en,4,4,Improved mobility and access
831674,Municipality of Amarante,en,4,4,Reduced GHG emissions
831674,Municipality of Amarante,en,4,4,Protected/improved biodiversity and ecosystem services
831674,Municipality of Amarante,en,5,5,Improved waste management
831674,Municipality of Amarante,en,7,7,"Increased social inclusion, equality and justice"
831674,Municipality of Amarante,en,7,7,Business/technological innovation
831674,Municipality of Amarante,en,8,8,Protected/improved biodiversity and ecosystem services
831674,Municipality of Amarante,en,9,9,Protected/improved biodiversity and ecosystem services
831674,Municipality of Amarante,en,10,10,Improved water/soil quality
831674,Municipality of Amarante,en,10,10,Protected/improved biodiversity and ecosystem services
831674,Municipality of Amarante,en,11,11,"Increased social inclusion, equality and justice"
831674,Municipality of Amarante,en,11,11,Improved mental wellbeing/quality of life
831674,Municipality of Amarante,en,11,11,Revenue generation
831674,Municipality of Amarante,en,12,12,Protected/improved biodiversity and ecosystem services
831674,Municipality of Amarante,en,13,13,Improved education and public awareness on climate issues
831674,Municipality of Amarante,en,13,13,Protected/improved biodiversity and ecosystem services
831674,Municipality of Amarante,en,14,14,Improved water/soil quality
831674,Municipality of Amarante,en,14,14,Improved physical health
831674,Municipality of Amarante,en,14,14,Improved mental wellbeing/quality of life
831674,Municipality of Amarante,en,14,14,Increased water security
831674,Municipality of Amarante,en,14,14,Protected/improved biodiversity and ecosystem services
55334,Municipality of Braga,en,1,1,Improved water/soil quality
55334,Municipality of Braga,en,1,1,Increased water security
55334,Municipality of Braga,en,2,2,Increased/improved green space
55334,Municipality of Braga,en,2,2,Protected/improved biodiversity and ecosystem services
55334,Municipality of Braga,en,3,3,Increased/improved green space
55334,Municipality of Braga,en,3,3,Protected/improved biodiversity and ecosystem services
55334,Municipality of Braga,en,4,4,Improved preparedness for health service delivery
55334,Municipality of Braga,en,5,5,Reduced natural resource depletion
55334,Municipality of Braga,en,6,6,Increased water security
55334,Municipality of Braga,en,7,7,Improved education and public awareness on climate issues
55334,Municipality of Braga,en,7,7,Improved preparedness for health service delivery
55334,Municipality of Braga,en,8,8,Improved water/soil quality
55334,Municipality of Braga,en,8,8,Increased/improved green space
55334,Municipality of Braga,en,8,8,Improved mental wellbeing/quality of life
55334,Municipality of Braga,en,8,8,Increased water security
55334,Municipality of Braga,en,9,9,Improved education and public awareness on climate issues
55334,Municipality of Braga,en,9,9,Increased/improved green space
55334,Municipality of Braga,en,9,9,Improved air quality
826425,Municipality of Caldas da Rainha,en,1,1,"Reduced disruption of energy, transport, water or communications networks"
826425,Municipality of Caldas da Rainha,en,1,1,Reduced costs
826425,Municipality of Caldas da Rainha,en,5,5,Increased security/protection for poor/vulnerable populations
826425,Municipality of Caldas da Rainha,en,5,5,Reduced costs
826425,Municipality of Caldas da Rainha,en,5,5,Reduced congestion
826425,Municipality of Caldas da Rainha,en,3,3,Increased security/protection for poor/vulnerable populations
826425,Municipality of Caldas da Rainha,en,3,3,"Increased social inclusion, equality and justice"
826425,Municipality of Caldas da Rainha,en,3,3,Improved education and public awareness on climate issues
826425,Municipality of Caldas da Rainha,en,3,3,Increased/improved green space
826425,Municipality of Caldas da Rainha,en,3,3,Increased food security
826425,Municipality of Caldas da Rainha,en,3,3,Improved waste management
826425,Municipality of Caldas da Rainha,en,3,3,Increased water security
826425,Municipality of Caldas da Rainha,en,3,3,Reduced GHG emissions
826425,Municipality of Caldas da Rainha,en,3,3,Protected/improved biodiversity and ecosystem services
826425,Municipality of Caldas da Rainha,en,3,3,Reduced fuel/energy poverty
826425,Municipality of Caldas da Rainha,en,3,3,Improved water/soil quality
826425,Municipality of Caldas da Rainha,en,3,3,Reduced natural resource depletion
826425,Municipality of Caldas da Rainha,en,3,3,Reduced costs
826425,Municipality of Caldas da Rainha,en,3,3,Increased transparency and accountability
826425,Municipality of Caldas da Rainha,en,3,3,Increased energy security
826425,Municipality of Caldas da Rainha,en,3,3,Improved air quality
826425,Municipality of Caldas da Rainha,en,4,4,Increased security/protection for poor/vulnerable populations
826425,Municipality of Caldas da Rainha,en,4,4,"Increased social inclusion, equality and justice"
826425,Municipality of Caldas da Rainha,en,4,4,Improved education and public awareness on climate issues
826425,Municipality of Caldas da Rainha,en,4,4,Reduced natural resource depletion
826425,Municipality of Caldas da Rainha,en,4,4,Increased food security
826425,Municipality of Caldas da Rainha,en,4,4,Reduced costs
826425,Municipality of Caldas da Rainha,en,4,4,Improved waste management
826425,Municipality of Caldas da Rainha,en,4,4,Protected/improved biodiversity and ecosystem services
50680,Municipality of Cascais,en,2,2,Increased security/protection for poor/vulnerable populations
50680,Municipality of Cascais,en,2,2,Improved education and public awareness on climate issues
50680,Municipality of Cascais,en,2,2,Reduced costs
50680,Municipality of Cascais,en,3,3,Improved education and public awareness on climate issues
50680,Municipality of Cascais,en,3,3,Improved physical health
50680,Municipality of Cascais,en,3,3,Reduced natural resource depletion
50680,Municipality of Cascais,en,3,3,Reduced costs
50680,Municipality of Cascais,en,3,3,Increased water security
50680,Municipality of Cascais,en,3,3,Reduced congestion
50680,Municipality of Cascais,en,4,4,Increased labor productivity
50680,Municipality of Cascais,en,4,4,Improved education and public awareness on climate issues
50680,Municipality of Cascais,en,4,4,Improved water/soil quality
50680,Municipality of Cascais,en,4,4,Business/technological innovation
50680,Municipality of Cascais,en,4,4,Increased food security
50680,Municipality of Cascais,en,4,4,Reduced costs
50680,Municipality of Cascais,en,4,4,Increased water security
50680,Municipality of Cascais,en,5,5,Reduced natural resource depletion
50680,Municipality of Cascais,en,5,5,Protected/improved biodiversity and ecosystem services
50680,Municipality of Cascais,en,6,6,Reduced natural resource depletion
50680,Municipality of Cascais,en,6,6,Protected/improved biodiversity and ecosystem services
50680,Municipality of Cascais,en,7,7,Improved education and public awareness on climate issues
50680,Municipality of Cascais,en,8,8,Improved education and public awareness on climate issues
50680,Municipality of Cascais,en,8,8,"Increased social inclusion, equality and justice"
50680,Municipality of Cascais,en,8,8,Reduced costs
50680,Municipality of Cascais,en,9,9,Reduced health costs
50680,Municipality of Cascais,en,9,9,Improved water/soil quality
50680,Municipality of Cascais,en,9,9,Reduced natural resource depletion
50680,Municipality of Cascais,en,9,9,Increased transparency and accountability
50680,Municipality of Cascais,en,9,9,Protected/improved biodiversity and ecosystem services
50680,Municipality of Cascais,en,10,10,"Reduced disruption of energy, transport, water or communications networks"
50680,Municipality of Cascais,en,10,10,Improved physical health
50680,Municipality of Cascais,en,10,10,Reduced natural resource depletion
50680,Municipality of Cascais,en,10,10,Improved mental wellbeing/quality of life
50680,Municipality of Cascais,en,10,10,Increased water security
826429,Municipality of Figueira da Foz,en,1,1,"Other impacts from climate actions, please specify"
826429,Municipality of Figueira da Foz,en,1,1,Protected/improved biodiversity and ecosystem services
826429,Municipality of Figueira da Foz,en,5,5,Protected/improved biodiversity and ecosystem services
826429,Municipality of Figueira da Foz,en,6,6,Protected/improved biodiversity and ecosystem services
826429,Municipality of Figueira da Foz,en,7,7,Reduced natural resource depletion
826429,Municipality of Figueira da Foz,en,8,8,"Other impacts from climate actions, please specify"
826429,Municipality of Figueira da Foz,en,9,9,Protected/improved biodiversity and ecosystem services
826429,Municipality of Figueira da Foz,en,10,10,Protected/improved biodiversity and ecosystem services
826429,Municipality of Figueira da Foz,en,11,11,"Other impacts from climate actions, please specify"
826429,Municipality of Figueira da Foz,en,12,12,"Other impacts from climate actions, please specify"
55324,Municipality of Guimarães,en,1,1,Do not know
55324,Municipality of Guimarães,en,1,1,Reduced costs
55324,Municipality of Guimarães,en,2,2,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,2,2,Improved physical health
55324,Municipality of Guimarães,en,2,2,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,2,2,Reduced costs
55324,Municipality of Guimarães,en,2,2,Increased water security
55324,Municipality of Guimarães,en,3,3,Improved waste management
55324,Municipality of Guimarães,en,4,4,"Reduced disruption of energy, transport, water or communications networks"
55324,Municipality of Guimarães,en,4,4,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,4,4,Reduced disaster/disease/contamination-related health impacts
55324,Municipality of Guimarães,en,5,5,Improved water/soil quality
55324,Municipality of Guimarães,en,5,5,Reduced natural resource depletion
55324,Municipality of Guimarães,en,5,5,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,12,12,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,12,12,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,6,6,Business/technological innovation
55324,Municipality of Guimarães,en,7,7,Reduced natural resource depletion
55324,Municipality of Guimarães,en,7,7,Increased food security
55324,Municipality of Guimarães,en,8,8,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,8,8,Improved water/soil quality
55324,Municipality of Guimarães,en,8,8,Improved physical health
55324,Municipality of Guimarães,en,8,8,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,8,8,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,9,9,Increased/improved green space
55324,Municipality of Guimarães,en,9,9,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,10,10,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,10,10,Reduced natural resource depletion
55324,Municipality of Guimarães,en,11,11,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,13,13,"Increased social inclusion, equality and justice"
55324,Municipality of Guimarães,en,13,13,Increased food security
55324,Municipality of Guimarães,en,13,13,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,15,15,"Increased social inclusion, equality and justice"
55324,Municipality of Guimarães,en,15,15,Increased food security
55324,Municipality of Guimarães,en,15,15,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,17,17,Improved physical health
55324,Municipality of Guimarães,en,17,17,Reduced natural resource depletion
55324,Municipality of Guimarães,en,17,17,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,17,17,Increased/improved green space
55324,Municipality of Guimarães,en,17,17,Improved air quality
55324,Municipality of Guimarães,en,17,17,Reduced health impacts from extreme heat or cold weather
55324,Municipality of Guimarães,en,20,20,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,20,20,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,18,18,Improved water/soil quality
55324,Municipality of Guimarães,en,18,18,Improved physical health
55324,Municipality of Guimarães,en,18,18,Reduced natural resource depletion
55324,Municipality of Guimarães,en,18,18,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,18,18,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,19,19,Reduced disaster/disease/contamination-related health impacts
55324,Municipality of Guimarães,en,19,19,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,21,21,Increased security/protection for poor/vulnerable populations
55324,Municipality of Guimarães,en,21,21,Reduced disaster/disease/contamination-related health impacts
55324,Municipality of Guimarães,en,22,22,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,22,22,Increased water security
55324,Municipality of Guimarães,en,23,23,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,24,24,Improved physical health
55324,Municipality of Guimarães,en,24,24,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,24,24,Reduced GHG emissions
55324,Municipality of Guimarães,en,25,25,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,25,25,Reduced natural resource depletion
55324,Municipality of Guimarães,en,25,25,Reduced costs
55324,Municipality of Guimarães,en,26,26,Protected/improved biodiversity and ecosystem services
55324,Municipality of Guimarães,en,26,26,Improved education and public awareness on climate issues
55324,Municipality of Guimarães,en,26,26,Improved physical health
55324,Municipality of Guimarães,en,26,26,Increased/improved green space
55324,Municipality of Guimarães,en,26,26,Improved mental wellbeing/quality of life
55324,Municipality of Guimarães,en,26,26,Improved air quality
55324,Municipality of Guimarães,en,26,26,Reduced noise/light pollution
55324,Municipality of Guimarães,en,27,27,Reduced natural resource depletion
55324,Municipality of Guimarães,en,28,28,Protected/improved biodiversity and ecosystem services
