Id,Language,Signatory,Adaptation_Goal_Id,Title,More_Details_Label,Climate_Hazards_Addressed_Label,Description_Label,Description,Comments_Label,Comments,Order,Climate_Action_Title,Climate_Action_Abstract
50680,en,Municipality of Cascais,Adaptation goal 2,Improve the Resilience of Drainage Systems through the Separation of Wastewater and Rainwater,More details,Climate hazards addressed,Description of metric/indicator used to track goal,The key performance indicators are the following: Refurbished domestic wastewater network (km/year); Infiltrations in building networks detected and eliminated (infiltrations eliminated/year),Comments,we monitor the results yearly,7,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50680,en,Municipality of Cascais,Adaptation goal 12,Support Risk Reduction and Preparedness through control and surveillance of Vector-borne diseases,More details,Climate hazards addressed,Description of metric/indicator used to track goal,The key performance indicators monitor: Sites identified and evaluated (number per year); Technical reports produced (number per year); Communication and Awareness Actions taken (number per year): Sites under surveillance (number per year); Actions to update information (number per year); Morbidity rate associated with vector / per vector (Morbidity/vector in the county/year),Comments,we monitor the results yearly,8,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50680,en,Municipality of Cascais,Adaptation goal 6,Preserve Natural Capital by Implementing Green Corridors and River Renaturalization,More details,Climate hazards addressed,Description of metric/indicator used to track goal,The key performance indicators monitor the river Environmental Quality Index (IBMWP) and the extension of renatured rivers.,Comments,we monitor the results yearly,9,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50680,en,Municipality of Cascais,Adaptation goal 11,Increase Municipal Preparedness through a Contingency Plan for Extreme Temperatures,More details,Climate hazards addressed,Description of metric/indicator used to track goal,The key performance indicators monitor: the No. of heat / cold wave alerts for the county; No. of alerts that trigger the Contingency Plan; the mortality rate associated with hot flashes (%); the mortality rate associated with cold waves (%).,Comments,we monitor the results yearly,10,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50680,en,Municipality of Cascais,Adaptation goal 5,Preserve Natural Capital by Eliminating Pollution in Water Lines,More details,Climate hazards addressed,Description of metric/indicator used to track goal,The key performance indicators monitor how many undue discharges have been detected and eliminated per year.,Comments,we monitor the results yearly,11,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50680,en,Municipality of Cascais,Adaptation goal 7,Promote Biodiversity through the Requalification of the Sintra-Cascais Natural Park,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"The key performance indicators monitor the renaturalized area in the Natural Park (m2/year), the annual rate of reduction of invasive species (clean area / total area) and the number of volunteers involved in renaturalization projects.",Comments,we monitor the results yearly,12,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50680,en,Municipality of Cascais,Adaptation goal 1,Increase Adaptive Capacity through Communication and Awareness Campaigns for Climate Change,More details,Climate hazards addressed,Description of metric/indicator used to track goal,The key performance indicators monitor how many activities have been conducted and how many citizens have been involved per year.,Comments,we monitor the results yearly,13,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50680,en,Municipality of Cascais,Adaptation goal 8,Promote Nature-based Solutions through Urban Green Spaces and Infiltration Zones,More details,Climate hazards addressed,Description of metric/indicator used to track goal,The key performance indicators monitor: Population living near Urban Green Public Spaces (number of residents per year); Amount of planted trees (m2/year); Area impermeable due to the effect of urbanization (m2/year); Water consumption for irrigation of green spaces (m3 water / m2 green space/year); Area of new / requalified green spaces covered (m2/year).,Comments,we monitor the results yearly,14,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826429,en,Municipality of Figueira da Foz,Adaptation goal 1,"Aprofundar o conhecimento sobre as Alterações\nClimáticas no âmbito da avaliação de vulnerabilidades e riscos do território, para a formulação e medidas adaptativas a transpor para os instrumentos de gestão territorial",More details,Climate hazards addressed,Description of metric/indicator used to track goal,"- 2 ações de comunicação, divulgação, educação e sensibilização destinadas à população em geral, para a adaptação às alterações climáticas realizadas, por ano (N.º/ano)",Comments,Objetivo definido no Plano Municipal de Ação Climática (2024),1,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826429,en,Municipality of Figueira da Foz,Adaptation goal 2,Reforçar a Infraestrutura Verde através da construção ou reabilitação de Corredores Verdes,More details,Climate hazards addressed,Description of metric/indicator used to track goal,- Aumento de 50 ha de novas zonas verdes através de corredores verdes,Comments,Objetivo definido no Plano Municipal de Ação Climática (2024),2,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826429,en,Municipality of Figueira da Foz,Adaptation goal 3,Implementar um programa de Eficiência Hídrica nas vertentes de racionalização do consumo e reutilização da água,More details,Climate hazards addressed,Description of metric/indicator used to track goal,- 20% de poupança,Comments,Objetivo definido no Plano Municipal de Ação Climática (2024),3,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826429,en,Municipality of Figueira da Foz,Adaptation goal 4,"Promover e participar em iniciativas públicas para\nfomentar a informação, capacitação e sensibilização da população sobre medidas de adaptação e mitigação e comportamentos a adotar face a cenários de alterações climáticas",More details,Climate hazards addressed,Description of metric/indicator used to track goal,"- 4 ações de comunicação, divulgação, educação e sensibilização destinadas à população em geral, para a adaptação às alterações climáticas realizadas, por ano (N.º/ano)",Comments,Objetivo definido no Plano Municipal de Ação Climática (2024),4,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
826429,en,Municipality of Figueira da Foz,Adaptation goal 5,Criar um Centro de Estudos das Alterações Climáticas,More details,Climate hazards addressed,Description of metric/indicator used to track goal,- 1 Centro de Estudos das Alterações Climáticas,Comments,Objetivo definido no Plano Municipal de Ação Climática (2024).,5,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50669,en,Municipality of Matosinhos,Adaptation goal 8,Mapeamento e valoração dos serviços de ecossistema,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"Área já completamente mapeada de ecossistemas (eucaliptal 4,06 km2, floresta nativa 0,56 km2, matos 1,78 km2, pinhal 2,25 km2, pomares 0,21 km2, ripicola 0,13 km2, sol exposto 1,09 km2, terreno artificial 37,27 km2)\n",Comments,OA 9,8,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 1,"Participar, sensibilizar e divulgar o conhecimento sobre alterações climáticas: divulgar, promover o conhecimento sobre as alterações climáticas e suscitar a participação sobre os impactes e vulnerabilidades sobre os sistemas naturais, o tecido económico e social e sobre a vida dos cidadãos através da integração dos agentes sociais na elaboração, aplicação e avaliação da Estratégia Municipal de Adaptação às Alterações Climáticas.",More details,Climate hazards addressed,Description of metric/indicator used to track goal,- Número de ações desenvolvidas relacionadas à conscientização sobre as mudanças climáticas\n- Número de participantes e stakeholders envolvidos,Comments,"Nosso modelo conecta governo municipal, cidadãos e universidades em uma estrutura de missão única para coordenar e agregar vários componentes. A criação do inovador Laboratório de Paisagem fortaleceu essa estratégia com tomadas de decisão baseadas em evidências. Todos os cidadãos estão presentes e participativos, captando cada desígnio que transforma Guimarães para melhor. É por isso que grupos de voluntários ambientais existem em 79% deste município policêntrico, unindo-se para promover um futuro sustentável e equitativo.\n2021 - Estudo de Percepções e Hábitos Ambientais Guimarães - A nossa resposta climática é cada vez mais participativa, 94% dos nossos cidadãos estão mais conscientes da importância das Alterações Climáticas.\n2022 - Consulta massiva à comunidade (escolas e cidadãos) - \'Como gostaria que Guimarães estivesse em 2030?: 9 escolas - 540 alunos + comunidade + 235 compromissos + 408 ideias +7 áreas temáticas\nConselho Consultivo da Missão Estrutura: 20 reuniões, 400 instituições\n2018-2021 - Adapt4city - Plano de Comunicação + Sessões Focus Group: famílias e educadores, empresas e instituições (40 participantes)2021 - Projeto Pegada Ecológica de Guimarães - Cálculo da Pegada Ecológica e Biocapacidade - O consumo alimentar é o único grande impulsionador de uma pegada elevada, representando 28% dela em Guimarães e a mobilidade sustentável (transportes) ficou em segundo lugar, com 17% da Pegada Ecológica da cidade. Seguem-se habitação, água, eletricidade, gás e outros combustíveis (8%) e restauração e hotelaria (7%). As demais categorias representam menos 7%. Em cada um destes clusters definimos políticas específicas com o objetivo de reduzir a nossa pegada municipal. Defensivamente, percebemos como podemos reduzir o pensamento de um planeta para o nível da cidade. Tal lema apela a eco-cidadãos, conscientes e sensíveis à necessidade de dotar o seu território da sustentabilidade que o futuro Antropoceno exige.\nDesde 2021 - Fórum de ação local Capt2 (melhorar a eficiência hídrica e aumentar a circularidade do uso da água)Desde 2016 - Semana Verde - Festival Ambiental - 2022: 10 000/15 000 participantes/dia + 50 parceiros\nDesde 2015 - Programa de Educação Ambiental - PEGADAS e +65 AmbienteDesde 2015 - Orçamento Participativo: muitos projetos relacionados às mudanças climáticas apresentados pelos municípios",1,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 5,Valorizar o ambiente natural e os espaços verdes,More details,Climate hazards addressed,Description of metric/indicator used to track goal,- % de área verde pública no interior e no geral da cidade\n- Rácio de Habitantes/ha em relação à densidade populacional em áreas edificadas\n- % de pessoas que vivem a menos de 300 metros de áreas urbanas verdes (interior e geral da cidade)\n- Número e área total de locais projetados para a biodiversidade local,Comments,"Área verde pública (2022):\nCentro da cidade - 11,73%\nCidade Geral - 0,86%\n\nCobertura da copa das árvores urbanas (2022):\nCentro da cidade - 16,85%\nCidade Geral - 17,93%\n\nDensidade populacional em áreas urbanas (área da cidade menos verde e azul) - 2022:\nCidade do Interior - 26,85 Habitantes/há\nCidade Total - 4,74 Habitantes/há\n\nPercentagem de pessoas que vivem a menos de 300 m de áreas verdes urbanas >5.000 m2 (2022):\nCentro da cidade - 75,58%\nCidade Geral - 17,79%\n\nNúmero e área total de locais designados de importância para a biodiversidade local (cidade) dentro da cidade (áreas de manejo de habitat/espécies) - 2022:\nNº - 35\nÁrea Total - 666,24ha\nÁrea verde pública (2022):\nCentro da cidade - 11,73%\nCidade Geral - 0,86%\n\nGreenning Plan em andamento\n",4,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 6,Valorizar os Corredores Verdes e Azuis,More details,Climate hazards addressed,Description of metric/indicator used to track goal,- Número de corredores verdes e azuis restaurados\n- Diversidade de espécies de fauna e flora listadas\n- Área total intervencionada,Comments,"Ecovias do Ave, Selho and Vizela:\n- Reabilitação do corredor verde do Ave, Selho e Vizela - em implementação - Conclusão em 2023\nhttps://labpaisagem.pt/projetos/reactivar-guimaraes/- \n\nEcovias - 61Km concluídos em 2023. Conclusão 2024\n\nCorredor verde da Veiga - Em implementação. Conclusão 2023.\nhttps://labpaisagem.pt/projetos/corredor-verde-da-veiga-de-creixomil/\n\nCorredor Biocultural - Em implementação. Conclusão 2024.\nhttps://award.thegreencities.eu/award-2021/portugal/",5,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50669,en,Municipality of Matosinhos,Adaptation goal 15,Elaboração do programa de mobilidade de priorização de viaturas/meios de auxílio e socorro,More details,Climate hazards addressed,Description of metric/indicator used to track goal,Número de planos produzidos,Comments,OA 17,15,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 2,"Reduzir a vulnerabilidade do território aos eventos climáticos extremos e aumentar a capacidade de resposta: desenvolver mecanismos de prevenção e controle ao nível local do fenómeno das alterações climáticas, otimizando a capacidade de resposta em caso de ocorrências extremas, restabelecendo rapidamente a normalidade - Implementação do Sistema de Alerta, Gestão e Monitorização de Catástrofes - Integração e análise de dados",More details,Climate hazards addressed,Description of metric/indicator used to track goal,"Implementação de sistema de monitoramento - % alertas de desastre\n\nIndicadores de sustentabilidade mensuráveis que definem o alcance e o nível de informação que se irá incluir no sistema de monitorização (Sim, Não, Nº, Ha, km, Toneladas, Euros, %).",Comments,"O município de Guimarães implementou um Centro de Operações Integradas (COI), um espaço que visa melhorar a resposta municipal a ocorrências e apoiar a tomada de decisões. O COI também atua como um centro de experimentação e inovação de soluções inteligentes para a cidade. Ele agrega diversas ferramentas inovadoras, incluindo a Plataforma de Inteligência Urbana, que permite monitorizar a cidade em tempo real, gerir eventos e coordenar operações e comunicações municipais.\nO COI também é um espaço colaborativo que articula serviços municipais, empresas, centros de conhecimento e universidades, fomentando o desenvolvimento de soluções interdisciplinares e inovadoras com o uso de algoritmos de inteligência artificial. Com essa abordagem, procura-se melhorar a segurança, mobilidade, sustentabilidade ambiental, economia, cultura e gestão urbana.\nA plataforma de inteligência urbana utilizada no COI permite a visualização de informações estáticas e em tempo real provenientes de sensores espalhados pela cidade, além de dados de serviços, bases de dados abertas e da comunidade local. A participação do cidadão também é incentivada, alimentando a plataforma com dados relevantes e recebendo informações em troca. O COI se constitui como um centro de experimentação e inovação que visa implementar monitorização, alerta e consciencialização, desenvolvendo soluções inovadoras para diversos setores.\nCom o COI em funcionamento, a autarquia de Guimarães pretende fortalecer a plataforma nos pilares atuais e integrar novas fontes de dados para pensar a cidade como um único ecossistema. Além disso, a visão estratégica para o futuro inclui a utilização de tecnologias de análise de dados, inteligência artificial e machine learning para calcular indicadores de sustentabilidade e qualidade de vida, visando melhorar os processos de governança e tomada de decisão.",6,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50669,en,Municipality of Matosinhos,Adaptation goal 3,Adaptação às Alterações Climáticas através dos Procedimentos de Contratação Pública,More details,Climate hazards addressed,Description of metric/indicator used to track goal,Manual de boas práticas em fase de conceção\n,Comments,OA 4,3,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 7,Gerir as afluências indevidas pluviais nos sistemas públicos de drenagem de águas residuais urbanas,More details,Climate hazards addressed,Description of metric/indicator used to track goal,- % de redução nas inundações\n\n- % medidas planejadas implementadas através dos planos\n\n- Número de bacias de retenção criadas\n\n- Número de inspeções a caixas de rama e de visita\n\n- Numero de ligações indevidas\n\n- Número de situações sinalizadas\n\n- Número de situações de correção/anulação de ligações indevidas,Comments,Elaboração e Implementação do Plano Diretor Municipal de Drenagem de Águas Pluviais\n\nLevantamento de ligações indevidas e de águas pluviais à rede pública de saneamento,7,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 8,Promover a agricultura regenerativa e alimentação sustentável,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"- Número de acções implementadas através de iniciativas municipais (por exemplo, 360.come)\n\n- % da produção local agrícola",Comments,Aumentar a Agricultura Regenerativa\nMapeamento da produção agrícola local (360come)Aumentar Estrutura Ecológica,9,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 9,Compromisso climático,More details,Climate hazards addressed,Description of metric/indicator used to track goal,- Número de subscritores do Pacto Climático- Lançamento do site Guimarães 2030 - Junta-te à Transição Verde - guimaraes2030.pt,Comments,"Pacto Climático de Guimarães:- O Município de Guimarães conta com um conjunto de 70 subscritores, de entre empresas e instituições do concelho de Guimarães.- Lançamento do site Guimarães 2030 - Junta-te à Transição Verdeguimaraes2030.pthttps://www.cm-guimaraes.pt/viver/noticias/noticia/guimaraes-lanca-pacto-climatico-2030-no-dia-mundial-do-ambiente",11,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 10,Promover a defesa e a conservação da floresta,More details,Climate hazards addressed,Description of metric/indicator used to track goal,- Instrumentos de Gestão Territorial incorporando opções de adaptação às mudanças climáticas\n- Número de ações de sensibilização\n- Redução do número de incêndios\n- Área recuperada intervencionada\n- Área coberta por faixas de gerenciamento de combustível\n- Número de árvores nativas plantadas,Comments,NULL,12,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 11,Promover o aumento da resiliência do território,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"- Implementação do plano diretor municipal (Plano Diretor Municipal) incluindo normas bioclimáticas e de desenho urbano \n- Ocupação não agrícola integrada em RAN (ao abrigo do RJRAN) - m2; %\n- Ocupação integrada em REN (ao abrigo do RJREN) - m2; %\n- Qualidade da água superficial e subterrânea -%\n- Restauro ecológico das linhas de água - N.º\n- Áreas com valor natural -ha\n- %Ocupação do solo em áreas de Estrutura Ecológica Municipal-N.º \n- %Área de povoamentos florestais por tipologia-ha\n- Área ocupada por Faixas de Gestão de Combustível-ha\n- Medidas de controlo de monoculturas de espécies invasoras\n- N.ºMedidas de proteção das espécies florestais autóctones\n- N.ºExtensão de espaços florestais alvo de reflorestação-ha\n- População exposta ao ruído ambiente - N.º\n- Qualidade do ar -N.º\n- Projetos licenciados no âmbito da eficiência energética/implementação de energia renovável - N.º\n- Equipamentos e serviços públicos alvo de intervenções com vista a eficiência energética do edifício - N.º\n- Ações que promovam a construção sustentável - N.º\n- Áreas de solo urbano consolidado e proposto-ha\n- Áreas de edificação dispersa e aglomerados rurais-ha\n- População residente e área de solo urbano por freguesia-%\n- Densidade de edifícios por perímetro urbano-Edif/m2\n- Ações de regeneração e reabilitação propostas em áreas urbanas\nN.º\n- Espaços verdes, recreio e lazer em espaços urbanos-N.º\n- Rede viária requalificada e projetada-Km\n-Fluxo de pessoas com origem e destino no concelho-N.º\n- Extensão de vias pedonais e ciclovias - Km\n- Meio de transporte utilizado nos movimentos pendulares - N.º\n- Cobertura do serviço de transporte público - %\n- Equipamentos de apoio à mobilidade sustentável-N.º\n- Qualidade da água para consumo humano - %\n- População servida por abastecimento de água pública e sistema de drenagem e tratamento de água residuais N.º/%\n- Construção de infraestruturas de saneamento básico e abastecimento de água - Km \n- Volume de RSU tratados e/ou separados seletivamente - Toneladas\n- Área impermeabilizada em zonas de risco - ha e %\n- Áreas mais vulneráveis aos riscos naturais - ha\n- Número de intervenções para a prevenção e mitigação dos impactes dos riscos - N.º\n- Medidas de mitigação/adaptação para as alterações climáticas - N.º\n- Ocorrência de cheias e inundações - N.º\n- Ocorrência de movimentos de massa N.º",Comments,"Introdução de normas urbaníticas que visam o aumento da resiliência do território no Regulamento do Plano Diretor Municipal (PMD)\nDefinição de indicadores de monitorização no âmbito do PDM\nRelatório de Avaliação do Planeamento Municipal: 21 indicadores\n Avaliação Ambiental Estratégica: 32 indicadores\nAvaliação do contributo do Plano Diretor Municipal para as alterações climáticas, após a entrada em vigor do novo Plano Diretor Municipal, com a elaboração do Relatório do Estado do Ordenamento do Território de Guimarães (instrumento de avaliação da execução do PDM)",16,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 4,"Partilhar boas práticas a nível europeu: considerando as redes internacionais existentes sobre alterações climáticas, é objetivo divulgar e disseminar os episódios extremos de eventos climáticos, bem como as soluções encontradas, a fim de partilhar experiências e boas práticas implementadas de nível local",More details,Climate hazards addressed,Description of metric/indicator used to track goal,"Avaliação periódica da incorporação de novas abordagens e soluções, bem como a divulgação das concebidas e implementadas - Nº",Comments,O Município é membro/signatário/colabora:\n\n1- Cidade EU-Cities-Mission\n2- Membro da EU-Mission: Adaptation to Climate Change\n3- Signatário do Green City Accord\n4- Mission Label\n5- Eurocities\n6- ICLEI\n7- URBACT\n8- Global Footprint Network\n9- Energy Cities\n10- Circular Cities Declaration\n11- Global Covenant of Mayors for Climate & Energy\n12- Network of Historic Cities Against Plastic Waste,18,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 3,Cooperar a nível nacional: contribuir para a responsabilização do Município em cooperar com a Estratégia Nacional de Adaptação às Alterações Climáticas,More details,Climate hazards addressed,Description of metric/indicator used to track goal,"Avaliação periódica da incorporação de novas abordagens e soluções, bem como a divulgação das concebidas e implementadas - Nº",Comments,O Município é membro/signatário/colabora:\n\n1- Adapt.local\n2- ODS Local\n3- Comunidade Intermunicipal do Ave\n4- Comissão de Coordenação e Desenvolvimento Regional do Norte\n5- Águas do Norte\n6- Resinorte\n7- Sol do Ave\n8- Pacto Português para os Plásticos,19,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 12,Promover a economia circular,More details,Climate hazards addressed,Description of metric/indicator used to track goal,Avaliação periódica da implementação de ações - Nº de ações implementadas,Comments,O nosso ecossitema de governação foi reconhecido como uma boa prática ao abrigo da\nDeclaração de Cidades Circulares (Relatório2024),20,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50669,en,Municipality of Matosinhos,Adaptation goal 23,Elaboração e implementação do plano de soluções de conforto térmico do parque edificado - edifícios públicos,More details,Climate hazards addressed,Description of metric/indicator used to track goal,Número de planos produzidos; Número de edifícíos intervencionados; População beneficiada; Consumo de energia,Comments,OA 25,23,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
55324,en,Municipality of Guimarães,Adaptation goal 13,Promover a biodiversidade,More details,Climate hazards addressed,Description of metric/indicator used to track goal,Progresso monitorizado em relação aos objetivos e indicadores do Plano de Ação Local para a Biodiversidade de Guimarães (2030):\n- programa de monitorização de espécies de fauna e flora\n- Índice de Biodiversidade Urbana (CBI) - progresso na preservação da biodiversidade nos próximos anos\n- proporção de espécies e habitats protegidos com evolução favorável do estado de conservação,Comments,"o Plano de Ação Local para a Biodiversidade representa um compromisso firme de Guimarães com a proteção do património natural através de um processo transformador que ambiciona travar a perda da biodiversidade local, fomentar a literacia ecológica e envolver a comunidade numa agenda ambiental que alavanque o desenvolvimento do território e esteja alinhada com as diretrizes nacionais e europeias.",21,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50669,en,Municipality of Matosinhos,Adaptation goal 4,Desesnvolvimento de inventário das espécies de árvores existentes em cada freguesia/concelho com um maior potencial de queda de árvores em eventos meteorológicos extremos,More details,Climate hazards addressed,Description of metric/indicator used to track goal,Número de espécies de árvores identificadas; Inventário de espécies; Lançamento da plataforma\n\nJá foi realizado o levantamento de cerca de 40% do território de Matosinhos\n,Comments,OA 5,4,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50669,en,Municipality of Matosinhos,Adaptation goal 5,Promoção do aumento das áreas permeáveis do território municipal,More details,Climate hazards addressed,Description of metric/indicator used to track goal,Área das infraestruturas instaladas; Número de edifícios intervencionados; Número de ações de sensibilização; Número de espécies autóctones reintroduzidas; Área de espaço verde intervencionado; Área de faixas de colmatagem intervencionadas; Número de derrocadas registadas após intervenção; Número de arruamentos intervencionados; Área permeável implementada; Área alocada ao projeto Horta à Porta; Número de novas pessoas com talhão atribuído\n\nNos últimos inaugurou-se 2 hortas com cerca de 61 talhões aumentando a área permeável do concelho,Comments,OA 6,5,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
50669,en,Municipality of Matosinhos,Adaptation goal 6,Criação de áreas azuis nos espaços verdes urbanos,More details,Climate hazards addressed,Description of metric/indicator used to track goal,Área de intervenção; Número de ações implementadas; Número de espécies invasoras controladas; Área intervencionada; Área de ribeiras e galerias ripícolas reabilitadas; Área azul criada,Comments,OA 7,6,"Climate action plans and strategies addressing mitigation, adaptation and/or energy","Signatories were asked to report on their Climate action plans and strategies addressing mitigation, adaptation, and/or energy"
