Id,Signatory,Order,Action_Id,Sector,Language
31185,City of Warsaw,5,5,Construction,en
31185,City of Warsaw,5,5,Water supply,en
31185,City of Warsaw,5,5,Conservation,en
31185,City of Warsaw,6,6,Education,en
43921,City of Zagreb,1,1,Construction,en
43921,City of Zagreb,1,1,Real estate activities,en
43921,City of Zagreb,2,2,Transportation and storage,en
43921,City of Zagreb,3,3,Water supply,en
43921,City of Zagreb,4,4,"Sewerage, wastewater management and remediation activities",en
43921,City of Zagreb,5,5,"Sewerage, wastewater management and remediation activities",en
43921,City of Zagreb,5,5,Waste management,en
43921,City of Zagreb,5,5,Water supply,en
43921,City of Zagreb,6,6,Forestry,en
31009,Copenhagen Municipality,1,1,Construction,en
31009,Copenhagen Municipality,1,1,Financial and insurance activities,en
31009,Copenhagen Municipality,1,1,Real estate activities,en
31009,Copenhagen Municipality,1,1,Transportation and storage,en
31009,Copenhagen Municipality,1,1,"Professional, scientific and technical activities",en
31009,Copenhagen Municipality,2,2,"Sewerage, wastewater management and remediation activities",en
31009,Copenhagen Municipality,3,3,Human health and social work activities,en
55317,County Galway,1,1,Conservation,en
31163,Istanbul Metropolitan Municipality,1,1,Water supply,en
31163,Istanbul Metropolitan Municipality,1,1,Conservation,en
31163,Istanbul Metropolitan Municipality,2,2,Information and communication,en
31163,Istanbul Metropolitan Municipality,2,2,Education,en
31163,Istanbul Metropolitan Municipality,2,2,Accommodation and food service activities,en
60125,Klaipėda City Municipality,3,3,Construction,en
60125,Klaipėda City Municipality,3,3,"Electricity, gas, steam and air conditioning supply",en
74723,Lesser Poland Voivodeship,1,1,Construction,en
31163,Istanbul Metropolitan Municipality,3,3,"Sewerage, wastewater management and remediation activities",en
31163,Istanbul Metropolitan Municipality,3,3,Human health and social work activities,en
31163,Istanbul Metropolitan Municipality,3,3,Transportation and storage,en
31163,Istanbul Metropolitan Municipality,4,4,Agriculture,en
31163,Istanbul Metropolitan Municipality,4,4,Forestry,en
31163,Istanbul Metropolitan Municipality,4,4,Conservation,en
31163,Istanbul Metropolitan Municipality,5,5,"Other, please specify",en
31163,Istanbul Metropolitan Municipality,6,6,Human health and social work activities,en
31163,Istanbul Metropolitan Municipality,7,7,Agriculture,en
31163,Istanbul Metropolitan Municipality,7,7,Water supply,en
31163,Istanbul Metropolitan Municipality,8,8,Human health and social work activities,en
31163,Istanbul Metropolitan Municipality,8,8,Forestry,en
31163,Istanbul Metropolitan Municipality,8,8,Conservation,en
31163,Istanbul Metropolitan Municipality,9,9,Human health and social work activities,en
31163,Istanbul Metropolitan Municipality,9,9,"Public administration and defence, compulsory social security",en
60125,Klaipėda City Municipality,1,1,"Arts, entertainment and recreation",en
60125,Klaipėda City Municipality,1,1,Accommodation and food service activities,en
62171,Metropolitan Municipality of Rouen,1,1,Information and communication,en
62171,Metropolitan Municipality of Rouen,2,2,Water supply,en
62171,Metropolitan Municipality of Rouen,3,3,"Other, please specify",en
62171,Metropolitan Municipality of Rouen,4,4,Water supply,en
62171,Metropolitan Municipality of Rouen,5,5,Information and communication,en
62171,Metropolitan Municipality of Rouen,5,5,Administrative and support service activities,en
62171,Metropolitan Municipality of Rouen,5,5,"Public administration and defence, compulsory social security",en
831674,Municipality of Amarante,3,3,Construction,en
831674,Municipality of Amarante,3,3,Human health and social work activities,en
831674,Municipality of Amarante,3,3,"Electricity, gas, steam and air conditioning supply",en
831674,Municipality of Amarante,3,3,"Public administration and defence, compulsory social security",en
62171,Metropolitan Municipality of Rouen,6,6,"Professional, scientific and technical activities",en
62171,Metropolitan Municipality of Rouen,6,6,Forestry,en
62171,Metropolitan Municipality of Rouen,7,7,Information and communication,en
62171,Metropolitan Municipality of Rouen,7,7,Administrative and support service activities,en
62171,Metropolitan Municipality of Rouen,7,7,"Public administration and defence, compulsory social security",en
831674,Municipality of Amarante,2,2,Education,en
831674,Municipality of Amarante,2,2,Agriculture,en
831674,Municipality of Amarante,2,2,"Arts, entertainment and recreation",en
831674,Municipality of Amarante,2,2,Forestry,en
831674,Municipality of Amarante,2,2,Conservation,en
831674,Municipality of Amarante,4,4,Transportation and storage,en
831674,Municipality of Amarante,5,5,"Sewerage, wastewater management and remediation activities",en
831674,Municipality of Amarante,7,7,Information and communication,en
831674,Municipality of Amarante,7,7,Administrative and support service activities,en
831674,Municipality of Amarante,8,8,Water supply,en
831674,Municipality of Amarante,9,9,Education,en
831674,Municipality of Amarante,9,9,Agriculture,en
831674,Municipality of Amarante,9,9,Human health and social work activities,en
831674,Municipality of Amarante,9,9,Transportation and storage,en
831674,Municipality of Amarante,9,9,"Professional, scientific and technical activities",en
831674,Municipality of Amarante,9,9,Forestry,en
831674,Municipality of Amarante,9,9,Accommodation and food service activities,en
831674,Municipality of Amarante,9,9,Manufacturing,en
831674,Municipality of Amarante,9,9,Conservation,en
831674,Municipality of Amarante,10,10,Water supply,en
831674,Municipality of Amarante,10,10,Forestry,en
831674,Municipality of Amarante,10,10,Conservation,en
831674,Municipality of Amarante,11,11,Information and communication,en
831674,Municipality of Amarante,11,11,Human health and social work activities,en
831674,Municipality of Amarante,11,11,"Arts, entertainment and recreation",en
831674,Municipality of Amarante,12,12,Education,en
831674,Municipality of Amarante,12,12,Water supply,en
831674,Municipality of Amarante,12,12,Forestry,en
831674,Municipality of Amarante,12,12,Conservation,en
831674,Municipality of Amarante,13,13,"Sewerage, wastewater management and remediation activities",en
831674,Municipality of Amarante,13,13,Education,en
831674,Municipality of Amarante,13,13,Agriculture,en
831674,Municipality of Amarante,13,13,Forestry,en
831674,Municipality of Amarante,14,14,Information and communication,en
831674,Municipality of Amarante,14,14,Education,en
831674,Municipality of Amarante,14,14,Human health and social work activities,en
831674,Municipality of Amarante,14,14,Water supply,en
831674,Municipality of Amarante,14,14,Conservation,en
55334,Municipality of Braga,1,1,Water supply,en
55334,Municipality of Braga,2,2,Agriculture,en
55334,Municipality of Braga,2,2,Forestry,en
55334,Municipality of Braga,2,2,Conservation,en
55334,Municipality of Braga,3,3,Agriculture,en
55334,Municipality of Braga,3,3,Forestry,en
55334,Municipality of Braga,3,3,Conservation,en
55334,Municipality of Braga,4,4,Financial and insurance activities,en
55334,Municipality of Braga,4,4,Human health and social work activities,en
55334,Municipality of Braga,5,5,Agriculture,en
55334,Municipality of Braga,6,6,"Sewerage, wastewater management and remediation activities",en
55334,Municipality of Braga,6,6,Water supply,en
55334,Municipality of Braga,7,7,"Public administration and defence, compulsory social security",en
55334,Municipality of Braga,8,8,Conservation,en
55334,Municipality of Braga,9,9,"Arts, entertainment and recreation",en
55334,Municipality of Braga,9,9,"Professional, scientific and technical activities",en
55334,Municipality of Braga,9,9,Conservation,en
826425,Municipality of Caldas da Rainha,1,1,"Sewerage, wastewater management and remediation activities",en
826425,Municipality of Caldas da Rainha,1,1,Agriculture,en
826425,Municipality of Caldas da Rainha,1,1,Water supply,en
826425,Municipality of Caldas da Rainha,1,1,Forestry,en
826425,Municipality of Caldas da Rainha,5,5,Construction,en
826425,Municipality of Caldas da Rainha,5,5,Administrative and support service activities,en
826425,Municipality of Caldas da Rainha,5,5,Agriculture,en
826425,Municipality of Caldas da Rainha,5,5,Forestry,en
826425,Municipality of Caldas da Rainha,5,5,"Electricity, gas, steam and air conditioning supply",en
826425,Municipality of Caldas da Rainha,5,5,Manufacturing,en
826425,Municipality of Caldas da Rainha,5,5,Conservation,en
826425,Municipality of Caldas da Rainha,5,5,"Public administration and defence, compulsory social security",en
826425,Municipality of Caldas da Rainha,3,3,"Sewerage, wastewater management and remediation activities",en
826425,Municipality of Caldas da Rainha,3,3,Information and communication,en
826425,Municipality of Caldas da Rainha,3,3,Waste management,en
826425,Municipality of Caldas da Rainha,3,3,Education,en
826425,Municipality of Caldas da Rainha,3,3,Water supply,en
826425,Municipality of Caldas da Rainha,3,3,"Electricity, gas, steam and air conditioning supply",en
826425,Municipality of Caldas da Rainha,3,3,Conservation,en
826425,Municipality of Caldas da Rainha,4,4,Waste management,en
826425,Municipality of Caldas da Rainha,4,4,Education,en
826425,Municipality of Caldas da Rainha,4,4,Agriculture,en
826425,Municipality of Caldas da Rainha,4,4,Accommodation and food service activities,en
826425,Municipality of Caldas da Rainha,4,4,Conservation,en
50680,Municipality of Cascais,2,2,Information and communication,en
50680,Municipality of Cascais,2,2,Human health and social work activities,en
50680,Municipality of Cascais,3,3,Construction,en
50680,Municipality of Cascais,3,3,Administrative and support service activities,en
50680,Municipality of Cascais,3,3,"Public administration and defence, compulsory social security",en
50680,Municipality of Cascais,3,3,Conservation,en
50680,Municipality of Cascais,4,4,"Other, please specify",en
50680,Municipality of Cascais,4,4,Human health and social work activities,en
50680,Municipality of Cascais,5,5,Information and communication,en
50680,Municipality of Cascais,5,5,Administrative and support service activities,en
50680,Municipality of Cascais,5,5,Forestry,en
50680,Municipality of Cascais,6,6,"Other, please specify",en
50680,Municipality of Cascais,7,7,"Sewerage, wastewater management and remediation activities",en
50680,Municipality of Cascais,7,7,Waste management,en
50680,Municipality of Cascais,7,7,Agriculture,en
50680,Municipality of Cascais,7,7,Conservation,en
50680,Municipality of Cascais,8,8,Human health and social work activities,en
50680,Municipality of Cascais,9,9,Agriculture,en
50680,Municipality of Cascais,9,9,Forestry,en
50680,Municipality of Cascais,10,10,"Sewerage, wastewater management and remediation activities",en
50680,Municipality of Cascais,10,10,Water supply,en
50680,Municipality of Cascais,11,11,Construction,en
50680,Municipality of Cascais,11,11,Information and communication,en
50680,Municipality of Cascais,11,11,Financial and insurance activities,en
50680,Municipality of Cascais,11,11,Administrative and support service activities,en
50680,Municipality of Cascais,11,11,"Professional, scientific and technical activities",en
50680,Municipality of Cascais,12,12,"Sewerage, wastewater management and remediation activities",en
50680,Municipality of Cascais,13,13,"Sewerage, wastewater management and remediation activities",en
50680,Municipality of Cascais,13,13,Human health and social work activities,en
50680,Municipality of Cascais,13,13,Forestry,en
50680,Municipality of Cascais,14,14,Information and communication,en
50680,Municipality of Cascais,14,14,Education,en
50680,Municipality of Cascais,14,14,"Professional, scientific and technical activities",en
50680,Municipality of Cascais,14,14,Conservation,en
50680,Municipality of Cascais,15,15,"Professional, scientific and technical activities",en
50680,Municipality of Cascais,15,15,Water supply,en
50680,Municipality of Cascais,15,15,Conservation,en
50680,Municipality of Cascais,16,16,"Other, please specify",en
50680,Municipality of Cascais,16,16,Human health and social work activities,en
826429,Municipality of Figueira da Foz,1,1,Conservation,en
826429,Municipality of Figueira da Foz,5,5,Conservation,en
826429,Municipality of Figueira da Foz,6,6,Conservation,en
826429,Municipality of Figueira da Foz,7,7,Conservation,en
826429,Municipality of Figueira da Foz,8,8,Conservation,en
826429,Municipality of Figueira da Foz,9,9,Conservation,en
826429,Municipality of Figueira da Foz,10,10,Conservation,en
826429,Municipality of Figueira da Foz,11,11,Conservation,en
826429,Municipality of Figueira da Foz,12,12,Conservation,en
55324,Municipality of Guimarães,1,1,"Other, please specify",en
55324,Municipality of Guimarães,2,2,Construction,en
55324,Municipality of Guimarães,2,2,Conservation,en
55324,Municipality of Guimarães,3,3,Education,en
55324,Municipality of Guimarães,3,3,Waste management,en
55324,Municipality of Guimarães,4,4,Construction,en
55324,Municipality of Guimarães,4,4,Financial and insurance activities,en
55324,Municipality of Guimarães,4,4,"Public administration and defence, compulsory social security",en
55324,Municipality of Guimarães,4,4,Conservation,en
55324,Municipality of Guimarães,5,5,Education,en
55324,Municipality of Guimarães,5,5,Agriculture,en
55324,Municipality of Guimarães,5,5,Human health and social work activities,en
55324,Municipality of Guimarães,5,5,Forestry,en
55324,Municipality of Guimarães,5,5,Conservation,en
55324,Municipality of Guimarães,12,12,Education,en
55324,Municipality of Guimarães,6,6,Waste management,en
55324,Municipality of Guimarães,6,6,Transportation and storage,en
55324,Municipality of Guimarães,6,6,"Professional, scientific and technical activities",en
55324,Municipality of Guimarães,6,6,"Electricity, gas, steam and air conditioning supply",en
55324,Municipality of Guimarães,6,6,Manufacturing,en
55324,Municipality of Guimarães,6,6,Conservation,en
55324,Municipality of Guimarães,7,7,Education,en
55324,Municipality of Guimarães,8,8,Education,en
55324,Municipality of Guimarães,8,8,Conservation,en
55324,Municipality of Guimarães,9,9,Agriculture,en
55324,Municipality of Guimarães,9,9,Forestry,en
55324,Municipality of Guimarães,9,9,Conservation,en
55324,Municipality of Guimarães,10,10,Education,en
55324,Municipality of Guimarães,11,11,Education,en
55324,Municipality of Guimarães,11,11,Forestry,en
55324,Municipality of Guimarães,13,13,Agriculture,en
55324,Municipality of Guimarães,13,13,Human health and social work activities,en
55324,Municipality of Guimarães,13,13,Conservation,en
55324,Municipality of Guimarães,15,15,Agriculture,en
55324,Municipality of Guimarães,15,15,Human health and social work activities,en
55324,Municipality of Guimarães,15,15,Conservation,en
55324,Municipality of Guimarães,17,17,Construction,en
55324,Municipality of Guimarães,17,17,Conservation,en
55324,Municipality of Guimarães,20,20,Waste management,en
55324,Municipality of Guimarães,20,20,Education,en
55324,Municipality of Guimarães,20,20,Conservation,en
55324,Municipality of Guimarães,18,18,Education,en
55324,Municipality of Guimarães,18,18,Human health and social work activities,en
55324,Municipality of Guimarães,18,18,Forestry,en
55324,Municipality of Guimarães,18,18,Conservation,en
55324,Municipality of Guimarães,19,19,Construction,en
55324,Municipality of Guimarães,19,19,Agriculture,en
55324,Municipality of Guimarães,19,19,Forestry,en
55324,Municipality of Guimarães,21,21,Conservation,en
55324,Municipality of Guimarães,21,21,"Sewerage, wastewater management and remediation activities",en
55324,Municipality of Guimarães,21,21,Construction,en
55324,Municipality of Guimarães,21,21,Financial and insurance activities,en
55324,Municipality of Guimarães,21,21,Agriculture,en
55324,Municipality of Guimarães,21,21,Transportation and storage,en
55324,Municipality of Guimarães,21,21,Water supply,en
55324,Municipality of Guimarães,21,21,"Electricity, gas, steam and air conditioning supply",en
55324,Municipality of Guimarães,21,21,Manufacturing,en
55324,Municipality of Guimarães,21,21,"Public administration and defence, compulsory social security",en
55324,Municipality of Guimarães,21,21,Fishing,en
55324,Municipality of Guimarães,22,22,Conservation,en
55324,Municipality of Guimarães,23,23,Agriculture,en
55324,Municipality of Guimarães,23,23,Forestry,en
55324,Municipality of Guimarães,23,23,Conservation,en
55324,Municipality of Guimarães,24,24,Education,en
55324,Municipality of Guimarães,24,24,Agriculture,en
55324,Municipality of Guimarães,24,24,Forestry,en
55324,Municipality of Guimarães,24,24,Conservation,en
55324,Municipality of Guimarães,24,24,Fishing,en
55324,Municipality of Guimarães,25,25,Information and communication,en
55324,Municipality of Guimarães,25,25,Education,en
55324,Municipality of Guimarães,25,25,Conservation,en
55324,Municipality of Guimarães,26,26,Education,en
55324,Municipality of Guimarães,26,26,Agriculture,en
55324,Municipality of Guimarães,26,26,Human health and social work activities,en
55324,Municipality of Guimarães,26,26,Forestry,en
55324,Municipality of Guimarães,26,26,Conservation,en
55324,Municipality of Guimarães,27,27,Conservation,en
55324,Municipality of Guimarães,28,28,Conservation,en
55324,Municipality of Guimarães,29,29,Education,en
55324,Municipality of Guimarães,29,29,Agriculture,en
55324,Municipality of Guimarães,29,29,Forestry,en
55324,Municipality of Guimarães,29,29,Accommodation and food service activities,en
55324,Municipality of Guimarães,29,29,Conservation,en
55324,Municipality of Guimarães,30,30,Construction,en
55324,Municipality of Guimarães,30,30,Conservation,en
55324,Municipality of Guimarães,31,31,Education,en
55324,Municipality of Guimarães,33,33,Education,en
55324,Municipality of Guimarães,33,33,Agriculture,en
55324,Municipality of Guimarães,33,33,Waste management,en
55324,Municipality of Guimarães,33,33,Forestry,en
55324,Municipality of Guimarães,33,33,Conservation,en
55324,Municipality of Guimarães,33,33,Fishing,en
55324,Municipality of Guimarães,34,34,Construction,en
55324,Municipality of Guimarães,34,34,Financial and insurance activities,en
55324,Municipality of Guimarães,34,34,Agriculture,en
55324,Municipality of Guimarães,34,34,Forestry,en
55324,Municipality of Guimarães,34,34,Conservation,en
55324,Municipality of Guimarães,34,34,"Public administration and defence, compulsory social security",en
55324,Municipality of Guimarães,35,35,Agriculture,en
55324,Municipality of Guimarães,35,35,Forestry,en
55324,Municipality of Guimarães,35,35,Conservation,en
55324,Municipality of Guimarães,36,36,Construction,en
55324,Municipality of Guimarães,36,36,Education,en
55324,Municipality of Guimarães,36,36,Agriculture,en
55324,Municipality of Guimarães,36,36,Forestry,en
55324,Municipality of Guimarães,36,36,Conservation,en
55324,Municipality of Guimarães,37,37,Education,en
55324,Municipality of Guimarães,38,38,Mining and quarrying,en
55324,Municipality of Guimarães,38,38,Education,en
55324,Municipality of Guimarães,38,38,Agriculture,en
55324,Municipality of Guimarães,38,38,Water supply,en
55324,Municipality of Guimarães,38,38,Forestry,en
55324,Municipality of Guimarães,38,38,Manufacturing,en
55324,Municipality of Guimarães,38,38,"Public administration and defence, compulsory social security",en
55324,Municipality of Guimarães,38,38,"Sewerage, wastewater management and remediation activities",en
55324,Municipality of Guimarães,38,38,Construction,en
55324,Municipality of Guimarães,38,38,Information and communication,en
55324,Municipality of Guimarães,38,38,Waste management,en
55324,Municipality of Guimarães,38,38,"Electricity, gas, steam and air conditioning supply",en
55324,Municipality of Guimarães,38,38,Conservation,en
55324,Municipality of Guimarães,38,38,Fishing,en
55324,Municipality of Guimarães,39,39,Construction,en
55324,Municipality of Guimarães,40,40,Agriculture,en
55324,Municipality of Guimarães,41,41,Agriculture,en
55324,Municipality of Guimarães,41,41,Water supply,en
55324,Municipality of Guimarães,41,41,Forestry,en
55324,Municipality of Guimarães,41,41,Conservation,en
55324,Municipality of Guimarães,42,42,Agriculture,en
55324,Municipality of Guimarães,42,42,Human health and social work activities,en
55324,Municipality of Guimarães,43,43,Education,en
55324,Municipality of Guimarães,43,43,Agriculture,en
55324,Municipality of Guimarães,43,43,Forestry,en
55324,Municipality of Guimarães,43,43,Conservation,en
55324,Municipality of Guimarães,43,43,Fishing,en
55324,Municipality of Guimarães,44,44,Information and communication,en
55324,Municipality of Guimarães,44,44,Education,en
55324,Municipality of Guimarães,44,44,Water supply,en
55324,Municipality of Guimarães,44,44,Conservation,en
55324,Municipality of Guimarães,45,45,Agriculture,en
55324,Municipality of Guimarães,45,45,Forestry,en
55324,Municipality of Guimarães,46,46,Human health and social work activities,en
55324,Municipality of Guimarães,46,46,Forestry,en
55324,Municipality of Guimarães,46,46,Conservation,en
55324,Municipality of Guimarães,47,47,Education,en
55324,Municipality of Guimarães,49,49,Education,en
55324,Municipality of Guimarães,48,48,Education,en
55324,Municipality of Guimarães,50,50,Education,en
55324,Municipality of Guimarães,51,51,Conservation,en
55324,Municipality of Guimarães,52,52,Conservation,en
55324,Municipality of Guimarães,53,53,Construction,en
55324,Municipality of Guimarães,53,53,Information and communication,en
55324,Municipality of Guimarães,53,53,Education,en
55324,Municipality of Guimarães,53,53,Waste management,en
55324,Municipality of Guimarães,53,53,"Electricity, gas, steam and air conditioning supply",en
55324,Municipality of Guimarães,53,53,Conservation,en
55324,Municipality of Guimarães,54,54,Conservation,en
55324,Municipality of Guimarães,55,55,"Public administration and defence, compulsory social security",en
55324,Municipality of Guimarães,56,56,Construction,en
55324,Municipality of Guimarães,56,56,"Electricity, gas, steam and air conditioning supply",en
55324,Municipality of Guimarães,57,57,Construction,en
55324,Municipality of Guimarães,57,57,Agriculture,en
55324,Municipality of Guimarães,57,57,Forestry,en
55324,Municipality of Guimarães,57,57,Conservation,en
55324,Municipality of Guimarães,58,58,Construction,en
55324,Municipality of Guimarães,58,58,Agriculture,en
55324,Municipality of Guimarães,58,58,Forestry,en
55324,Municipality of Guimarães,58,58,Conservation,en
55324,Municipality of Guimarães,59,59,Agriculture,en
55324,Municipality of Guimarães,59,59,Forestry,en
55324,Municipality of Guimarães,60,60,Construction,en
55324,Municipality of Guimarães,61,61,"Sewerage, wastewater management and remediation activities",en
55324,Municipality of Guimarães,62,62,"Other, please specify",en
55324,Municipality of Guimarães,63,63,Agriculture,en
55324,Municipality of Guimarães,63,63,Human health and social work activities,en
55324,Municipality of Guimarães,64,64,Agriculture,en
55324,Municipality of Guimarães,64,64,Human health and social work activities,en
55324,Municipality of Guimarães,65,65,Agriculture,en
55324,Municipality of Guimarães,65,65,Human health and social work activities,en
55324,Municipality of Guimarães,66,66,Human health and social work activities,en
55324,Municipality of Guimarães,67,67,"Public administration and defence, compulsory social security",en
826431,Municipality of Loulé,1,1,"Other, please specify",en
826431,Municipality of Loulé,1,1,"Arts, entertainment and recreation",en
826431,Municipality of Loulé,1,1,Water supply,en
826431,Municipality of Loulé,1,1,"Electricity, gas, steam and air conditioning supply",en
826431,Municipality of Loulé,2,2,Information and communication,en
826431,Municipality of Loulé,2,2,"Other, please specify",en
826431,Municipality of Loulé,2,2,Forestry,en
826431,Municipality of Loulé,2,2,Conservation,en
826431,Municipality of Loulé,3,3,Information and communication,en
826431,Municipality of Loulé,3,3,"Other, please specify",en
826431,Municipality of Loulé,3,3,Agriculture,en
826431,Municipality of Loulé,3,3,"Professional, scientific and technical activities",en
826431,Municipality of Loulé,3,3,Forestry,en
826431,Municipality of Loulé,3,3,Conservation,en
826431,Municipality of Loulé,4,4,Information and communication,en
826431,Municipality of Loulé,4,4,Education,en
826431,Municipality of Loulé,4,4,Forestry,en
826431,Municipality of Loulé,4,4,Conservation,en
826431,Municipality of Loulé,5,5,"Other, please specify",en
826431,Municipality of Loulé,5,5,Agriculture,en
826431,Municipality of Loulé,5,5,Forestry,en
826431,Municipality of Loulé,5,5,Conservation,en
826431,Municipality of Loulé,6,6,Information and communication,en
826431,Municipality of Loulé,6,6,Administrative and support service activities,en
826431,Municipality of Loulé,6,6,Education,en
826431,Municipality of Loulé,6,6,"Public administration and defence, compulsory social security",en
826431,Municipality of Loulé,7,7,Construction,en
826431,Municipality of Loulé,7,7,"Other, please specify",en
826431,Municipality of Loulé,7,7,Conservation,en
826431,Municipality of Loulé,8,8,"Sewerage, wastewater management and remediation activities",en
826431,Municipality of Loulé,8,8,Information and communication,en
826431,Municipality of Loulé,8,8,"Arts, entertainment and recreation",en
826431,Municipality of Loulé,8,8,Water supply,en
826431,Municipality of Loulé,8,8,Conservation,en
826431,Municipality of Loulé,9,9,Information and communication,en
826431,Municipality of Loulé,9,9,Education,en
826431,Municipality of Loulé,9,9,"Other, please specify",en
826431,Municipality of Loulé,9,9,Forestry,en
826431,Municipality of Loulé,9,9,Conservation,en
826431,Municipality of Loulé,10,10,"Other, please specify",en
826431,Municipality of Loulé,10,10,Conservation,en
826431,Municipality of Loulé,11,11,Waste management,en
826431,Municipality of Loulé,11,11,Forestry,en
826431,Municipality of Loulé,11,11,Conservation,en
826431,Municipality of Loulé,12,12,"Sewerage, wastewater management and remediation activities",en
826431,Municipality of Loulé,12,12,Information and communication,en
826431,Municipality of Loulé,12,12,Education,en
826431,Municipality of Loulé,12,12,Water supply,en
826431,Municipality of Loulé,12,12,Conservation,en
826431,Municipality of Loulé,13,13,Administrative and support service activities,en
826431,Municipality of Loulé,13,13,Education,en
826431,Municipality of Loulé,14,14,"Other, please specify",en
826431,Municipality of Loulé,15,15,"Other, please specify",en
826431,Municipality of Loulé,15,15,Conservation,en
826431,Municipality of Loulé,16,16,"Sewerage, wastewater management and remediation activities",en
826431,Municipality of Loulé,16,16,"Other, please specify",en
826431,Municipality of Loulé,16,16,"Arts, entertainment and recreation",en
826431,Municipality of Loulé,16,16,Water supply,en
826431,Municipality of Loulé,17,17,"Other, please specify",en
826431,Municipality of Loulé,17,17,"Arts, entertainment and recreation",en
826431,Municipality of Loulé,17,17,Conservation,en
826431,Municipality of Loulé,18,18,Forestry,en
826431,Municipality of Loulé,18,18,Conservation,en
826431,Municipality of Loulé,19,19,"Other, please specify",en
826431,Municipality of Loulé,19,19,Real estate activities,en
826431,Municipality of Loulé,19,19,Accommodation and food service activities,en
826431,Municipality of Loulé,19,19,"Public administration and defence, compulsory social security",en
826431,Municipality of Loulé,19,19,Conservation,en
826431,Municipality of Loulé,19,19,Fishing,en
826431,Municipality of Loulé,20,20,"Other, please specify",en
826431,Municipality of Loulé,20,20,Forestry,en
826431,Municipality of Loulé,20,20,Conservation,en
826431,Municipality of Loulé,21,21,"Sewerage, wastewater management and remediation activities",en
826431,Municipality of Loulé,21,21,Information and communication,en
826431,Municipality of Loulé,21,21,Education,en
826431,Municipality of Loulé,21,21,Waste management,en
826431,Municipality of Loulé,21,21,Agriculture,en
826431,Municipality of Loulé,21,21,Water supply,en
826431,Municipality of Loulé,22,22,"Other, please specify",en
826431,Municipality of Loulé,23,23,"Other, please specify",en
826431,Municipality of Loulé,23,23,Human health and social work activities,en
826431,Municipality of Loulé,23,23,Forestry,en
826431,Municipality of Loulé,23,23,"Public administration and defence, compulsory social security",en
826431,Municipality of Loulé,24,24,Information and communication,en
826431,Municipality of Loulé,24,24,Education,en
826431,Municipality of Loulé,24,24,Conservation,en
826431,Municipality of Loulé,25,25,"Other, please specify",en
826431,Municipality of Loulé,25,25,Real estate activities,en
826431,Municipality of Loulé,25,25,Accommodation and food service activities,en
826431,Municipality of Loulé,25,25,Conservation,en
826431,Municipality of Loulé,25,25,Fishing,en
826431,Municipality of Loulé,27,27,Education,en
826431,Municipality of Loulé,26,26,Water supply,en
826431,Municipality of Loulé,28,28,Information and communication,en
826431,Municipality of Loulé,28,28,Education,en
826431,Municipality of Loulé,28,28,Agriculture,en
826431,Municipality of Loulé,28,28,Water supply,en
826431,Municipality of Loulé,28,28,Accommodation and food service activities,en
826431,Municipality of Loulé,28,28,Manufacturing,en
826431,Municipality of Loulé,29,29,Information and communication,en
826431,Municipality of Loulé,29,29,"Other, please specify",en
826431,Municipality of Loulé,29,29,Agriculture,en
826431,Municipality of Loulé,29,29,Forestry,en
826431,Municipality of Loulé,29,29,"Public administration and defence, compulsory social security",en
826431,Municipality of Loulé,29,29,Conservation,en
826431,Municipality of Loulé,30,30,Mining and quarrying,en
826431,Municipality of Loulé,30,30,Information and communication,en
826431,Municipality of Loulé,30,30,"Other, please specify",en
826431,Municipality of Loulé,30,30,Agriculture,en
826431,Municipality of Loulé,30,30,Water supply,en
826431,Municipality of Loulé,30,30,Forestry,en
826431,Municipality of Loulé,30,30,Conservation,en
826431,Municipality of Loulé,33,33,Construction,en
826431,Municipality of Loulé,33,33,Information and communication,en
826431,Municipality of Loulé,33,33,Accommodation and food service activities,en
826431,Municipality of Loulé,31,31,"Other, please specify",en
826431,Municipality of Loulé,31,31,Forestry,en
826431,Municipality of Loulé,31,31,Conservation,en
826431,Municipality of Loulé,32,32,Education,en
826431,Municipality of Loulé,34,34,"Other, please specify",en
826431,Municipality of Loulé,34,34,Agriculture,en
826431,Municipality of Loulé,34,34,Forestry,en
826431,Municipality of Loulé,34,34,Conservation,en
826431,Municipality of Loulé,35,35,Construction,en
826431,Municipality of Loulé,36,36,"Other, please specify",en
826431,Municipality of Loulé,37,37,"Other, please specify",en
826431,Municipality of Loulé,39,39,Information and communication,en
826431,Municipality of Loulé,39,39,Education,en
826431,Municipality of Loulé,39,39,"Other, please specify",en
826431,Municipality of Loulé,39,39,Agriculture,en
826431,Municipality of Loulé,39,39,"Public administration and defence, compulsory social security",en
826431,Municipality of Loulé,39,39,Conservation,en
826431,Municipality of Loulé,40,40,Information and communication,en
826431,Municipality of Loulé,40,40,Education,en
826431,Municipality of Loulé,40,40,Agriculture,en
826431,Municipality of Loulé,40,40,"Other, please specify",en
826431,Municipality of Loulé,40,40,Real estate activities,en
826431,Municipality of Loulé,40,40,"Professional, scientific and technical activities",en
826431,Municipality of Loulé,40,40,Forestry,en
826431,Municipality of Loulé,40,40,Accommodation and food service activities,en
826431,Municipality of Loulé,40,40,Conservation,en
826431,Municipality of Loulé,40,40,Manufacturing,en
826431,Municipality of Loulé,38,38,Information and communication,en
826431,Municipality of Loulé,38,38,Administrative and support service activities,en
826431,Municipality of Loulé,38,38,Education,en
