Id,Signatory,Language,Order,Action_Id,Action,More_Details_Label,Hazards_Addressed_Label,Sectors_Label,Funding_Sources_Label,Funding_Sources,Co_Benefits_Label
46514,City of Porto,en,5,5,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
46514,City of Porto,en,6,6,Municipal water efficiency retrofits,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
46514,City of Porto,en,7,7,Use of non-potable water,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
46514,City of Porto,en,8,8,Building standards,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
46514,City of Porto,en,9,9,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
46514,City of Porto,en,10,10,Resilience and resistance measures for buildings,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
46514,City of Porto,en,11,11,Resilience and resistance measures for buildings,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes,Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
46514,City of Porto,en,12,12,Essential public health services,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
46514,City of Porto,en,13,13,Systematic monitoring and remote sensing,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
46514,City of Porto,en,14,14,Disaster contingency funds,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
46514,City of Porto,en,15,15,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
46514,City of Porto,en,16,16,Community engagement/awareness campaigns on the climate and health benefits of sustainable healthy diets,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
46514,City of Porto,en,17,17,"Financial support to expand local food production (including urban agriculture programs, community gardens, etc.)",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
46514,City of Porto,en,18,18,Increasing biological diversity,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
46514,City of Porto,en,19,19,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
60183,City of Rzeszów,en,1,1,Water storage and pump storage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
60183,City of Rzeszów,en,2,2,Water storage and pump storage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
60183,City of Rzeszów,en,3,3,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
60183,City of Rzeszów,en,4,4,Transport and road infrastructure adaptation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
60183,City of Rzeszów,en,5,5,Heat mapping and thermal imaging,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
36152,City of Tallinn,en,2,2,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
36152,City of Tallinn,en,3,3,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),Jurisdiction's own resources",Co-benefits realized:
36152,City of Tallinn,en,4,4,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,International (including ODA),Co-benefits realized:
36152,City of Tallinn,en,5,5,Use of non-potable water,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
54403,City of Tampere,en,1,1,Increase resilience of and/or diversify power/energy supply,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
54403,City of Tampere,en,2,2,Storm and wastewater management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
54403,City of Tampere,en,3,3,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
54403,City of Tampere,en,4,4,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),Jurisdiction's own resources",Co-benefits realized:
54403,City of Tampere,en,5,5,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),Jurisdiction's own resources",Co-benefits realized:
54403,City of Tampere,en,6,6,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
54403,City of Tampere,en,7,7,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
54403,City of Tampere,en,8,8,Sustainable forest management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
54403,City of Tampere,en,9,9,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),Jurisdiction's own resources",Co-benefits realized:
54403,City of Tampere,en,10,10,Disaster planning and preparedness,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
54403,City of Tampere,en,11,11,Building standards,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
54403,City of Tampere,en,12,12,Heat mapping and thermal imaging,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
54403,City of Tampere,en,13,13,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes",Co-benefits realized:
54403,City of Tampere,en,14,14,Transport and road infrastructure adaptation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
54403,City of Tampere,en,15,15,Shading in public spaces,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
60126,City of Tartu,en,1,1,Storm and wastewater management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
60126,City of Tartu,en,2,2,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
50154,City of Turku,en,1,1,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
50154,City of Turku,en,2,2,Public preparedness (including exercises/drills),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50154,City of Turku,en,3,3,Increasing biological diversity,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Public-private partnerships,Jurisdiction's own resources,Private partnerships (e.g., a combination of private investments)",Co-benefits realized:
50154,City of Turku,en,4,4,Sewage works,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50154,City of Turku,en,5,5,Resilience and resistance measures for buildings,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Public-private partnerships,Jurisdiction's own resources",Co-benefits realized:
50154,City of Turku,en,6,6,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Public-private partnerships,Co-benefits realized:
31185,City of Warsaw,en,3,3,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
50154,City of Turku,en,7,7,Financial incentives (including taxes and subsidies),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
31185,City of Warsaw,en,1,1,Water storage and pump storage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes",Co-benefits realized:
31185,City of Warsaw,en,4,4,Social safety nets and social protection,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
31185,City of Warsaw,en,5,5,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
31185,City of Warsaw,en,6,6,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
43921,City of Zagreb,en,1,1,Hazard resistant infrastructure design and construction,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),Jurisdiction's own resources",Co-benefits realized:
43921,City of Zagreb,en,2,2,Transport and road infrastructure adaptation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
43921,City of Zagreb,en,3,3,Municipal water efficiency retrofits,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
43921,City of Zagreb,en,4,4,Sewage works,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
43921,City of Zagreb,en,5,5,Upgrading existing water supply infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
43921,City of Zagreb,en,6,6,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
31009,Copenhagen Municipality,en,1,1,Sea walls and coastal protection structures,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Other, please specify source(s),Jurisdiction's own resources",Co-benefits realized:
31009,Copenhagen Municipality,en,2,2,Improved drainage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Jurisdiction's own resources,Private partnerships (e.g., a combination of private investments)",Co-benefits realized:
31009,Copenhagen Municipality,en,3,3,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55317,County Galway,en,1,1,Sea walls and coastal protection structures,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
62868,Eskişehir Metropolitan Municipality,en,1,1,NULL,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,NULL,Co-benefits realized:
31163,Istanbul Metropolitan Municipality,en,1,1,Water saving technologies (including rainwater harvesting),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
31163,Istanbul Metropolitan Municipality,en,2,2,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
60125,Klaipėda City Municipality,en,3,3,Renewable energy technologies,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
74723,Lesser Poland Voivodeship,en,1,1,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
31163,Istanbul Metropolitan Municipality,en,3,3,Municipal services (including water and sanitation),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
31163,Istanbul Metropolitan Municipality,en,4,4,Adaptive land-use management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
31163,Istanbul Metropolitan Municipality,en,5,5,Economic diversification measures,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
31163,Istanbul Metropolitan Municipality,en,6,6,Social safety nets and social protection,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
31163,Istanbul Metropolitan Municipality,en,7,7,Municipal services (including water and sanitation),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
31163,Istanbul Metropolitan Municipality,en,8,8,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
31163,Istanbul Metropolitan Municipality,en,9,9,Essential public health services,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
60125,Klaipėda City Municipality,en,1,1,Sea walls and coastal protection structures,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
62171,Metropolitan Municipality of Rouen,en,1,1,Systematic monitoring and remote sensing,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
62171,Metropolitan Municipality of Rouen,en,2,2,Adaptive management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Public-private partnerships,Co-benefits realized:
62171,Metropolitan Municipality of Rouen,en,3,3,Development of targeted plan/program to address hazard(s) selected,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
62171,Metropolitan Municipality of Rouen,en,4,4,Water storage and pump storage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
62171,Metropolitan Municipality of Rouen,en,5,5,Public preparedness (including exercises/drills),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
831674,Municipality of Amarante,en,3,3,Increase resilience of and/or diversify power/energy supply,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
62171,Metropolitan Municipality of Rouen,en,6,6,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources,Private partnerships (e.g., a combination of private investments)",Co-benefits realized:
62171,Metropolitan Municipality of Rouen,en,7,7,"Flood defence, such as flood levees and culverts",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources,Private partnerships (e.g., a combination of private investments)",Co-benefits realized:
831674,Municipality of Amarante,en,2,2,Shading in public spaces,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
831674,Municipality of Amarante,en,4,4,Transport and road infrastructure adaptation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
831674,Municipality of Amarante,en,5,5,Municipal services to reduce food waste (including composting),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
831674,Municipality of Amarante,en,7,7,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
831674,Municipality of Amarante,en,8,8,Municipal water efficiency retrofits,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
831674,Municipality of Amarante,en,9,9,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
831674,Municipality of Amarante,en,10,10,Ecosystem-based management,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
831674,Municipality of Amarante,en,11,11,Social safety nets and social protection,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
831674,Municipality of Amarante,en,12,12,Ecological restoration (including wetland and floodplain conservation and restoration),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
831674,Municipality of Amarante,en,13,13,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
831674,Municipality of Amarante,en,14,14,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
55334,Municipality of Braga,en,1,1,"Flood defence, such as flood levees and culverts",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55334,Municipality of Braga,en,2,2,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes",Co-benefits realized:
55334,Municipality of Braga,en,3,3,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55334,Municipality of Braga,en,4,4,Public preparedness (including exercises/drills),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
55334,Municipality of Braga,en,5,5,New crop and animal varieties,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
55334,Municipality of Braga,en,6,6,Water saving technologies (including rainwater harvesting),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,National funds and programmes,Co-benefits realized:
55334,Municipality of Braga,en,7,7,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55334,Municipality of Braga,en,8,8,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Regional funds and programmes,Co-benefits realized:
55334,Municipality of Braga,en,9,9,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826425,Municipality of Caldas da Rainha,en,1,1,Municipal services (including water and sanitation),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Climate finance (carbon credits),Jurisdiction's own resources",Co-benefits realized:
826425,Municipality of Caldas da Rainha,en,5,5,Systematic monitoring and remote sensing,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,International (including ODA),Co-benefits realized:
826425,Municipality of Caldas da Rainha,en,3,3,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826425,Municipality of Caldas da Rainha,en,4,4,Municipal services to reduce food waste (including composting),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50680,Municipality of Cascais,en,2,2,Disaster planning and preparedness,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
50680,Municipality of Cascais,en,3,3,Land zoning laws (including restrict development in at risk areas),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
50680,Municipality of Cascais,en,4,4,Water storage and pump storage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Private partnerships (e.g., a combination of private investments)",Co-benefits realized:
50680,Municipality of Cascais,en,5,5,Disaster planning and preparedness,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
50680,Municipality of Cascais,en,6,6,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes",Co-benefits realized:
50680,Municipality of Cascais,en,7,7,Community engagement/awareness campaigns on the climate and health benefits of sustainable healthy diets,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
50680,Municipality of Cascais,en,8,8,Disease prevention measures,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
50680,Municipality of Cascais,en,9,9,Conservation and replanting mangrove forest,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
50680,Municipality of Cascais,en,10,10,Water storage and pump storage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Public-private partnerships,Co-benefits realized:
50680,Municipality of Cascais,en,11,11,Land zoning laws (including restrict development in at risk areas),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
50680,Municipality of Cascais,en,12,12,Improved drainage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Public-private partnerships,Co-benefits realized:
50680,Municipality of Cascais,en,13,13,Ecological corridors,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
50680,Municipality of Cascais,en,14,14,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
50680,Municipality of Cascais,en,15,15,Improved drainage,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Public-private partnerships,Co-benefits realized:
50680,Municipality of Cascais,en,16,16,Ecological corridors,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Public-private partnerships,Co-benefits realized:
826429,Municipality of Figueira da Foz,en,1,1,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,International (including ODA),Co-benefits realized:
826429,Municipality of Figueira da Foz,en,5,5,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),Jurisdiction's own resources",Co-benefits realized:
826429,Municipality of Figueira da Foz,en,6,6,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Other, please specify source(s)",Co-benefits realized:
826429,Municipality of Figueira da Foz,en,7,7,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes",Co-benefits realized:
826429,Municipality of Figueira da Foz,en,8,8,Sea walls and coastal protection structures,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"International (including ODA),National funds and programmes",Co-benefits realized:
826429,Municipality of Figueira da Foz,en,9,9,Green infrastructure,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826429,Municipality of Figueira da Foz,en,10,10,Silvicultural options,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
826429,Municipality of Figueira da Foz,en,11,11,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"National funds and programmes,Jurisdiction's own resources",Co-benefits realized:
826429,Municipality of Figueira da Foz,en,12,12,Beach nourishment,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Regional funds and programmes,Co-benefits realized:
55324,Municipality of Guimarães,en,1,1,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,2,2,Land zoning laws (including restrict development in at risk areas),More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,3,3,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,National funds and programmes,Co-benefits realized:
55324,Municipality of Guimarães,en,4,4,"Flood defence, such as flood levees and culverts",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,5,5,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,National funds and programmes,Co-benefits realized:
55324,Municipality of Guimarães,en,12,12,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,6,6,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,7,7,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,8,8,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,9,9,Increasing biological diversity,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,10,10,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,11,11,Afforestation and reforestation,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,13,13,Food donation and redistribution of food surplus,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,15,15,Food donation and redistribution of food surplus,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,Jurisdiction's own resources,Co-benefits realized:
55324,Municipality of Guimarães,en,17,17,"Other, please specify",More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,"Regional funds and programmes,Jurisdiction's own resources",Co-benefits realized:
55324,Municipality of Guimarães,en,20,20,Community engagement/education,More details,Climate hazards addressed:,Sectors adaptation action applies to:,Funding source(s):,National funds and programmes,Co-benefits realized:
